,0h-1,0h-10,0h-11,0h-12,0h-13,0h-14,0h-15,0h-16,0h-2,0h-3,0h-4,0h-5,0h-6,0h-7,0h-8,0h-9,8-144h-1,8-144h-10,8-144h-11,8-144h-12,8-144h-13,8-144h-14,8-144h-15,8-144h-16,8-144h-2,8-144h-3,8-144h-4,8-144h-5,8-144h-6,8-144h-7,8-144h-8,8-144h-9,8-24h-1,8-24h-10,8-24h-11,8-24h-12,8-24h-13,8-24h-14,8-24h-15,8-24h-16,8-24h-2,8-24h-3,8-24h-4,8-24h-5,8-24h-6,8-24h-7,8-24h-8,8-24h-9,8-72h-1,8-72h-10,8-72h-11,8-72h-12,8-72h-13,8-72h-14,8-72h-15,8-72h-16,8-72h-2,8-72h-3,8-72h-4,8-72h-5,8-72h-6,8-72h-7,8-72h-8,8-72h-9,P-144h-1,P-144h-10,P-144h-11,P-144h-12,P-144h-13,P-144h-14,P-144h-15,P-144h-16,P-144h-2,P-144h-3,P-144h-4,P-144h-5,P-144h-6,P-144h-7,P-144h-8,P-144h-9,P-24h-1,P-24h-10,P-24h-11,P-24h-12,P-24h-13,P-24h-14,P-24h-15,P-24h-16,P-24h-2,P-24h-3,P-24h-4,P-24h-5,P-24h-6,P-24h-7,P-24h-8,P-24h-9,P-72h-1,P-72h-10,P-72h-11,P-72h-12,P-72h-13,P-72h-14,P-72h-15,P-72h-16,P-72h-2,P-72h-3,P-72h-4,P-72h-5,P-72h-6,P-72h-7,P-72h-8,P-72h-9,S-144h-1,S-144h-10,S-144h-11,S-144h-12,S-144h-13,S-144h-14,S-144h-15,S-144h-16,S-144h-2,S-144h-3,S-144h-4,S-144h-5,S-144h-6,S-144h-7,S-144h-8,S-144h-9,S-24h-1,S-24h-10,S-24h-11,S-24h-12,S-24h-13,S-24h-14,S-24h-15,S-24h-16,S-24h-2,S-24h-3,S-24h-4,S-24h-5,S-24h-6,S-24h-7,S-24h-8,S-24h-9,S-72h-1,S-72h-10,S-72h-11,S-72h-12,S-72h-13,S-72h-14,S-72h-15,S-72h-16,S-72h-2,S-72h-3,S-72h-4,S-72h-5,S-72h-6,S-72h-7,S-72h-8,S-72h-9
HILIC_NEG_0140_malic_acid_negative_M-H133p0143_16p91,,,,,,,,,,,,19.637032857439102,18.38547614367415,20.059391916610522,19.122240288282242,,,,,,,,,,,,,18.97836755795424,18.778388305566658,19.196186693078136,19.339162323363244,,,,,,,,,,,,,18.63055293404844,19.703236228411907,18.685739329650804,19.316901468926925,,,,,,,,,,,,,19.176962429721556,18.787461247274003,19.214411343185755,18.762401401617083,,,,,,,,,,,,,16.625422639838202,16.530367657200276,16.847979038503453,16.896058331538704,,,,,,,,,,,,,17.595547007489113,17.072233768438153,17.11633576527347,16.90647431018103,,,,,,,,,,,,,18.45660194914116,18.16094239130137,18.98466113741705,18.438287527718774,,,,,,,,,,,,,19.13616279624911,20.01287534652391,19.894303597888758,19.54855392929949,,,,,,,,,,,,,20.236538870698343,19.4832200908121,18.90790425683967,19.637293897117946,,,,,,,,,,,,,19.291843145334642,19.320331731103586,20.078229716446575,20.128279629403227,
HILIC_NEG_0141_2-phosphoglyceric_acid_negative_M-H184p9857_16p96,,,,,,,,,,,,17.726978008819763,18.337534583049674,17.41831928950967,17.401839164376963,,,,,,,,,,,,,17.335276046417366,17.279811486424187,17.039513070460973,16.674436274679163,,,,,,,,,,,,,17.706373248087203,17.744613634644548,17.52060515694755,17.668752874221187,,,,,,,,,,,,,17.974744140348783,18.12736131016125,18.059002579459044,17.810226152380928,,,,,,,,,,,,,18.1031532190166,17.583754922641486,17.5628454537032,17.821518150885755,,,,,,,,,,,,,16.81067881185288,17.043638445287236,16.881068757678587,17.094327571836907,,,,,,,,,,,,,17.724534308856054,16.896519341013363,17.07126012437147,16.667558339787178,,,,,,,,,,,,,17.150957779746573,17.522508323377636,17.079374985496084,17.23603476381726,,,,,,,,,,,,,17.999644774161276,17.943909480075344,17.424903918352882,17.596741790054022,,,,,,,,,,,,,17.625405937956565,18.107194360365625,17.727649577400353,17.684133265927727,
HILIC_NEG_0142_Glutathione_oxidized_GSSH_negative_M-H611p1447_17p08,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.299669520028335,14.840894084761269,15.307976243753465,15.998135850512151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91326983351906,,16.180953095498683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.227550797436685,17.25142007249623,18.672864063195107,18.206120502414407,,,,,,,,,,,,,15.170878851586876,,14.960717780731997,15.155843293175476,,,,,,,,,,,,,,15.124348187291798,,,,,,,,,,,,,,,,,,,
UT_HILIC_POS_45337,18.577641103624273,,,,,,,,21.212370393711165,21.346752963546894,22.721159699248606,,,,,,17.206975223771707,,,,,,,,17.377977775014642,17.145438243837557,17.13612780732886,,,,,,18.428907835471666,,,,,,,,19.422460061518812,18.11320852329099,19.017902774906645,,,,,,17.78913540974656,,,,,,,,16.136189303089054,18.332458648388176,18.479578862739025,,,,,,20.07158203399038,,,,,,,,20.241936729140047,20.145997303581492,20.138524801670663,,,,,,20.64097435134089,,,,,,,,20.09260669752044,20.545361580962435,20.459995961559176,,,,,,19.86043458257648,,,,,,,,20.17759277869193,20.11859501895707,20.04306080257491,,,,,,18.791394079312973,,,,,,,,19.225907588421734,20.31933187664485,19.718807101195516,,,,,,18.689490138761563,,,,,,,,19.623405641601327,20.010699920512124,22.090558927339178,,,,,,19.30097675770434,,,,,,,,19.186572748654086,19.955247759718727,19.68099145020063,,,,,
UT_HILIC_POS_75601,17.763542289546915,,,,,,,,18.595082977186955,18.264948517735444,18.671460280493555,,,,,,18.447966635462585,,,,,,,,18.202246097157254,18.284933508882464,18.92922309223236,,,,,,18.35859626096482,,,,,,,,18.567663131894644,18.236030827358,18.493278493487615,,,,,,18.071562185454574,,,,,,,,18.03757628414495,18.262430276291788,18.165103862156567,,,,,,19.472603785364644,,,,,,,,19.561282537136904,19.716993673328016,19.618908629565354,,,,,,20.058811046959082,,,,,,,,19.41328897255123,19.88973631737287,19.831619514730825,,,,,,19.40460991752846,,,,,,,,19.88783090266612,19.538149516930254,19.87126591172635,,,,,,18.564612839067877,,,,,,,,18.51780346594105,18.12864938414728,18.795088228624596,,,,,,18.04069608540307,,,,,,,,17.987232197364513,18.214926330193858,18.46250203295752,,,,,,17.927559178250732,,,,,,,,18.057281027196915,18.62054359928001,18.827610467741177,,,,,
UT_HILIC_POS_75361,18.23166210976078,,,,,,,,19.39125630392714,19.180380988257173,19.33090987744235,,,,,,20.634450189510023,,,,,,,,20.224428163098523,20.75074917847205,20.78872064233103,,,,,,18.372275249186153,,,,,,,,18.778355926416154,18.388930288294283,18.598121361028454,,,,,,19.01554776703866,,,,,,,,19.26311603795586,19.718691230717795,19.417291530781352,,,,,,21.164999703718436,,,,,,,,21.115406813942517,20.978219431185785,21.045391065730072,,,,,,20.372289067335476,,,,,,,,19.783762017267158,20.28112532536601,20.15013649381165,,,,,,19.72041419935208,,,,,,,,20.31889294662145,20.078812087750862,20.304203239408665,,,,,,20.88222427904482,,,,,,,,20.675995096363163,21.061128425250406,20.892744759542797,,,,,,18.157913732414364,,,,,,,,18.857194448559905,18.805480646967073,19.45139988965229,,,,,,19.0325386840762,,,,,,,,19.123403815627107,19.704317563138662,19.720213257542383,,,,,
UT_HILIC_POS_70999,18.428436074474284,,,,,,,,19.749487456940454,19.199156956638678,19.2878311715784,,,,,,18.244987278713687,,,,,,,,18.23814099305776,18.635910728457386,18.57211650014123,,,,,,18.146372574892993,,,,,,,,18.674402740089413,18.068627569601944,18.561914989754467,,,,,,17.729791657849383,,,,,,,,17.80933134846192,18.070698535938813,18.083535837321158,,,,,,19.146812123908422,,,,,,,,18.276750085819028,18.56989639117723,18.71783631058637,,,,,,21.986178417673063,,,,,,,,21.79271007951786,22.02836256263683,21.910201774546675,,,,,,20.87845271000857,,,,,,,,21.069791621709953,20.786631934443452,21.473542262501738,,,,,,18.878854036285116,,,,,,,,19.01922404672237,19.072727313727317,19.095545269729115,,,,,,18.085760923704132,,,,,,,,18.594553214714587,18.694997481527313,19.256875075118266,,,,,,18.08150278652167,,,,,,,,17.90696379690553,18.431728026289093,18.542863726700357,,,,,
UT_HILIC_POS_88336,19.59913411588705,,,,,,,,20.725485254823873,20.66136363564253,21.848791591457474,,,,,,20.126146609079505,,,,,,,,20.22615532534721,20.492285479993992,20.401831992741148,,,,,,20.550758901716495,,,,,,,,21.27774739881073,20.73149140156868,21.167997386263632,,,,,,20.063388761056903,,,,,,,,20.10667922442117,20.54528842037831,20.385153784395833,,,,,,21.391288068705688,,,,,,,,21.266789113731747,18.831340400860565,18.66335299396027,,,,,,20.658297791621592,,,,,,,,20.92433004034144,20.89494983993791,20.91628251649565,,,,,,19.918563673231443,,,,,,,,20.537067644197617,20.43601872638054,20.79134733533904,,,,,,21.43946492386448,,,,,,,,21.634865100602244,21.867968233159214,21.75749223310696,,,,,,20.891674696134054,,,,,,,,21.336556136781574,21.535443787036684,22.448328328064044,,,,,,21.4669253256492,,,,,,,,21.480816919322052,21.869017675486493,21.641823106217608,,,,,
UT_HILIC_POS_64269,20.04786265352238,,,,,,,,21.165060815495128,21.189273506053148,22.108972000866434,,,,,,21.473457786898276,,,,,,,,21.294468467196808,21.788749592167303,21.855477223423055,,,,,,19.27588905735797,,,,,,,,19.771901677814654,19.53896697075425,19.80692362338235,,,,,,18.919411752754876,,,,,,,,18.80330518638861,19.10124412325989,19.1307331846073,,,,,,16.870727900472403,,,,,,,,19.441146457566422,16.858807868948293,16.692172900181102,,,,,,17.860183060015807,,,,,,,,17.173872878316896,17.376269810991374,17.472371946569144,,,,,,17.39702378952529,,,,,,,,17.189192063888296,17.206921631367056,17.67854986890571,,,,,,21.232612395921986,,,,,,,,20.986307182037798,21.92815327757824,21.177938832837,,,,,,19.54693130130158,,,,,,,,19.98647204476471,20.022253336834382,20.195120569369,,,,,,19.67978916133702,,,,,,,,19.76912402724456,20.201629195198013,20.243881621922025,,,,,
UT_HILIC_POS_67883,20.784822045379833,,,,,,,,21.93010944735544,21.183409312723054,22.49432825582649,,,,,,18.526346517809834,,,,,,,,18.333322440577618,18.764892545677554,18.851085708117356,,,,,,20.156304701943814,,,,,,,,20.6175519419251,20.4379308378952,20.650418168576753,,,,,,18.739694261680143,,,,,,,,18.582164038349283,18.9909110536956,18.784769210211216,,,,,,18.034658094373977,,,,,,,,18.137032552131355,18.546617667156603,18.577322604758763,,,,,,20.19498764254883,,,,,,,,19.640449280242617,20.132848864161605,19.869855716381014,,,,,,20.0739903725175,,,,,,,,20.765444826984293,20.686677823388752,20.70837431575018,,,,,,19.199141664248017,,,,,,,,19.248596577168264,19.520690993034957,19.311718385653876,,,,,,20.60760447778559,,,,,,,,20.96840418577275,21.22960187490325,21.642753758880154,,,,,,18.81147328835159,,,,,,,,18.746722210544373,19.34236891846278,19.20900445268257,,,,,
UT_HILIC_POS_36654,21.56351293324897,,,,,,,,22.533778256460426,22.114776839924335,22.567706506324292,,,,,,21.677342944497106,,,,,,,,22.190564846109577,21.912970154679652,23.172285117867784,,,,,,22.106314847282995,,,,,,,,22.509798678759548,22.098130097188506,21.965549862895568,,,,,,21.876186870735193,,,,,,,,21.956226539992123,22.039342462205042,22.065568651390603,,,,,,20.98789884086707,,,,,,,,20.941713625824132,20.82142164064115,21.315429984329068,,,,,,21.39092831372728,,,,,,,,20.992293964109823,21.045772990383323,21.287379394159675,,,,,,20.855657962599192,,,,,,,,21.041971771910468,20.85927573511299,21.445826442768468,,,,,,22.84273589273186,,,,,,,,22.564759349224,22.67531057648528,22.745342886884465,,,,,,22.034615453779665,,,,,,,,22.17654800058433,22.226349567923837,22.245710674580078,,,,,,22.262496057032877,,,,,,,,22.030817815433302,22.69446629137985,22.390507489060127,,,,,
UT_HILIC_POS_74624,20.388826009165587,,,,,,,,21.331091993253732,21.068456324361936,19.73519999974412,,,,,,23.950994637587012,,,,,,,,23.797210989277854,24.14865811170373,24.266719640126126,,,,,,19.538722635641733,,,,,,,,20.394466986146053,19.757508737980775,20.29722986738517,,,,,,20.529072951243002,,,,,,,,20.99572989299157,20.973267211391647,20.97297389818972,,,,,,18.87227555915943,,,,,,,,18.284569112423785,19.218568202445994,19.19193332418142,,,,,,23.320782097808667,,,,,,,,22.79138877299418,23.286198728420246,23.142195265572916,,,,,,21.41669574853301,,,,,,,,21.114879885345424,20.863541724511755,21.809814829052947,,,,,,24.425245489515405,,,,,,,,24.073758968584258,24.773555471255293,24.190449253074704,,,,,,19.756653719393793,,,,,,,,20.45487508302021,20.476431173219723,20.939622326603686,,,,,,21.756582586123464,,,,,,,,21.438913551290202,22.231898503989544,22.138188508721804,,,,,
UT_HILIC_POS_44304,20.011935072206427,,,,,,,,21.37901261432445,21.59036601578148,22.04531056870822,,,,,,20.829413212339045,,,,,,,,20.422613427482744,20.667190735352506,20.771083190065266,,,,,,19.184085959477358,,,,,,,,19.499632593066025,18.95455655286057,19.50324654412831,,,,,,19.098938701466,,,,,,,,18.4321434437499,19.238321790186355,19.23364293950545,,,,,,22.377580976385072,,,,,,,,22.394900417831472,22.85971022245604,22.29427788209889,,,,,,22.043956112083475,,,,,,,,21.36692753287926,22.125677217566054,21.688920012961642,,,,,,23.518338355799234,,,,,,,,24.499753207311695,24.043666814259822,24.42294633155038,,,,,,20.178486632852476,,,,,,,,19.692168403993538,20.408823127894316,20.04999660736336,,,,,,18.921241761904223,,,,,,,,19.20172095653703,19.4593745818089,20.785862222969378,,,,,,19.26546682587078,,,,,,,,19.36039359937118,19.367950581435135,19.610071865919185,,,,,
UT_HILIC_POS_36136,19.95022937539635,,,,,,,,20.89730365840075,21.18862898681332,21.120499756231897,,,,,,20.208644935980942,,,,,,,,20.003911082745017,20.08370057623831,20.239955658157218,,,,,,18.41812334906314,,,,,,,,19.16253009571836,18.20966292158792,18.977990730541226,,,,,,18.996477185060776,,,,,,,,18.774740031772993,19.290738300067467,19.113548622542613,,,,,,25.346763539189283,,,,,,,,25.485540183852613,25.50808901422352,25.68394466615336,,,,,,24.105503973635635,,,,,,,,23.88826025819093,24.18193960815998,24.104823632485445,,,,,,25.272265773160743,,,,,,,,25.753584584930465,25.619474968921146,25.585356172620514,,,,,,20.20910479184886,,,,,,,,20.49544752538622,20.802232352018688,20.496655350274583,,,,,,18.442631321867964,,,,,,,,19.191787937008804,19.02176322185042,19.83324798331925,,,,,,20.14652032424244,,,,,,,,19.97216919196328,19.955648063069553,20.184360960919804,,,,,
UT_HILIC_POS_39898,14.8867707981217,,,,,,,,14.909973642616702,14.963528942888422,-0.906871299691388,,,,,,14.707979823351366,,,,,,,,15.118961749690634,15.1473482411156,-0.906871299691388,,,,,,14.979176775300104,,,,,,,,-0.906871299691388,15.682643602570788,15.068004082538774,,,,,,14.568647319962318,,,,,,,,14.730661765561768,14.697473792936098,16.234122854713146,,,,,,16.60070885867126,,,,,,,,16.130518077544632,15.277149343536202,15.47443788119866,,,,,,17.26637653440807,,,,,,,,16.0762043259218,17.20123325048221,15.797674189904926,,,,,,16.464664757556097,,,,,,,,15.530052874975004,16.440854247576013,17.328819007337145,,,,,,15.086593838154876,,,,,,,,16.238428811410607,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,15.764090826558146,-0.906871299691388,15.89457920449269,,,,,,14.750931631016845,,,,,,,,-0.906871299691388,15.979648835028893,15.15245257120948,,,,,
UT_HILIC_POS_18412,20.014106989963416,,,,,,,,20.372082844279362,20.654786173262053,21.245837297854575,,,,,,17.91883930937158,,,,,,,,18.202656660704292,17.77202545431445,17.61803298777979,,,,,,18.337739485487088,,,,,,,,18.78448519601155,18.411224797306108,18.613799354483756,,,,,,18.545035648407183,,,,,,,,17.92224257226796,18.718104311659367,18.91844447078234,,,,,,17.198063885561606,,,,,,,,16.82316170903939,17.06359805133719,17.429799172589604,,,,,,16.812138614811268,,,,,,,,16.642525394441677,16.663408918323476,17.357374165274397,,,,,,16.73520231401961,,,,,,,,17.193444314430472,17.49947236827944,16.868706705376546,,,,,,18.868718941730556,,,,,,,,18.329453524306107,18.746992048166433,18.135334036409006,,,,,,18.49121676757954,,,,,,,,18.604683958707167,18.910285876940538,19.570655761069048,,,,,,18.499359702004188,,,,,,,,18.968560546653787,18.806660377404043,19.04061363383425,,,,,
UT_HILIC_POS_38012,22.319552090903713,,,,,,,,23.265057280112746,23.890962332306064,23.819381083244593,,,,,,20.308791290325843,,,,,,,,20.114649007632476,20.062400093989492,20.070879313333062,,,,,,20.996969856619838,,,,,,,,21.091493625819567,20.64401996299676,20.88542186844165,,,,,,20.7858717990177,,,,,,,,19.79189719661235,20.934145660682837,20.99484363065151,,,,,,21.072729145237265,,,,,,,,20.054519000917274,20.297750543298616,20.155996392257993,,,,,,20.505854672424807,,,,,,,,19.926578033181517,20.419072926522674,20.338774459959957,,,,,,19.687552188707485,,,,,,,,20.07220078903594,20.228149316342485,20.445751945434473,,,,,,20.62899581581952,,,,,,,,21.484341060760386,20.28435240061813,20.54515642024847,,,,,,20.985101806314262,,,,,,,,21.047599231564174,21.47362509829009,22.21965924085371,,,,,,20.903775660960697,,,,,,,,21.221812182618432,21.290735038306245,21.449520066701425,,,,,
UT_HILIC_POS_86600,17.87874449678293,,,,,,,,19.151639187298194,18.81623672255476,17.481762701746216,,,,,,20.260237436871485,,,,,,,,20.290835587141224,20.746370063447966,20.742668479451204,,,,,,17.967630034882333,,,,,,,,18.76244277265069,18.08052432549907,18.57541574742045,,,,,,18.553633868322656,,,,,,,,18.434350496443383,18.727967172861415,18.675306699456872,,,,,,17.732178822569935,,,,,,,,17.752813782075933,16.683742639675422,16.973602980042184,,,,,,19.487406904424788,,,,,,,,19.17607558347844,19.735152060345456,19.504955699905604,,,,,,19.92507447097137,,,,,,,,20.43869704429942,20.083784184948648,20.728261835426494,,,,,,20.41538259278602,,,,,,,,20.67768093557575,21.438842197910933,21.100192314371757,,,,,,18.564430866692195,,,,,,,,19.118734388124505,19.29566559029838,19.87263385304702,,,,,,19.198629683090655,,,,,,,,19.126554654798447,19.869669895255154,19.636222431370115,,,,,
UT_HILIC_POS_62145,22.66876338952085,,,,,,,,23.88398554491455,23.663493065741143,24.3541562786491,,,,,,23.80914753780253,,,,,,,,23.754091831181846,23.8660654448403,24.0875296903696,,,,,,22.288587874823868,,,,,,,,22.769767841643226,22.367346358595995,22.740863847379224,,,,,,23.13814600166313,,,,,,,,23.141276294757162,23.583937349291997,23.4490765870279,,,,,,24.279239044048474,,,,,,,,23.342932848340755,23.71752833227595,23.87375189709044,,,,,,27.84247568222226,,,,,,,,27.44419708807914,27.82104649250159,27.705243930273692,,,,,,28.67181356778348,,,,,,,,26.611637112083226,26.3855105321322,29.31006588693716,,,,,,23.913969798968818,,,,,,,,23.883150676149594,24.196773199181283,23.895741306413267,,,,,,21.6494594685329,,,,,,,,22.048190499418183,22.13551108977379,23.00874387623776,,,,,,22.59666635821435,,,,,,,,22.60220873097558,23.136021397947633,23.145133444390176,,,,,
UT_HILIC_POS_75746,18.198291267289946,,,,,,,,19.45024248234842,19.01244706065981,19.884634257427496,,,,,,17.943200170037795,,,,,,,,17.83990615081773,17.914267160849775,17.832688492906673,,,,,,17.995041691022728,,,,,,,,18.05234266516468,17.791584410223518,17.98672090040834,,,,,,18.373845801471987,,,,,,,,17.74994829644474,18.314633867991134,18.25549815142536,,,,,,20.2571370076849,,,,,,,,20.295255951944206,20.435984148049165,20.343860822943345,,,,,,20.771228464226564,,,,,,,,20.143355310135515,20.654397233004197,20.54033249647329,,,,,,20.10725475598357,,,,,,,,20.327012562984066,20.20585981484596,20.514611971594075,,,,,,17.923598151070667,,,,,,,,18.057159899063876,18.030211642609505,18.335466946981935,,,,,,17.834291664868157,,,,,,,,17.870864725785154,18.011258818400634,18.76306787217613,,,,,,17.88712093400399,,,,,,,,17.851013307724045,18.25323524727025,18.10291904409156,,,,,
UT_HILIC_POS_62977,24.402704903543672,,,,,,,,25.5621509884307,25.161878581679648,26.20226120719175,,,,,,24.10257983168458,,,,,,,,23.88785527235166,24.263840263409357,24.16783232827173,,,,,,23.596829549703532,,,,,,,,24.225130782081546,23.750598229200914,24.22768336018566,,,,,,22.77949794815589,,,,,,,,22.449941175652377,23.189082684738903,23.052764378798678,,,,,,24.797428408305795,,,,,,,,24.086622673857715,24.6176745004719,24.702694684825026,,,,,,27.612046668529832,,,,,,,,27.193563127455754,27.609846015660043,27.540908525632272,,,,,,26.04950874959778,,,,,,,,26.32962866797674,26.151958119280852,26.627398734132075,,,,,,23.622668073640344,,,,,,,,23.49947525392326,24.05746907962952,23.733858893438192,,,,,,23.722939034712052,,,,,,,,24.20546261338399,24.232611371309783,24.95694124785582,,,,,,23.070758240833484,,,,,,,,23.053604771823988,23.540089362411113,23.483670159218875,,,,,
UT_HILIC_POS_33401,23.505352673818173,,,,,,,,23.358843796031355,22.609183698985127,22.92410943143935,,,,,,23.27626912086176,,,,,,,,23.204277846123446,22.98739413691915,23.131670164934423,,,,,,23.280813664509846,,,,,,,,23.120909250154885,23.373401392712907,23.27809762023971,,,,,,23.258603699423908,,,,,,,,23.55218195674817,23.023182939229244,23.203082991740317,,,,,,23.38148987950809,,,,,,,,23.503627782333652,23.910550235324337,23.773263786752246,,,,,,23.671459973822113,,,,,,,,23.637424196038555,23.650243855054278,23.839727025142928,,,,,,23.614599209400687,,,,,,,,23.919510770070072,23.725254429283975,23.1648257725517,,,,,,23.281487349469398,,,,,,,,23.146356737492404,22.990718140930543,22.77994613684658,,,,,,23.0891139007755,,,,,,,,23.181349438312324,22.680769101423333,20.74730612832579,,,,,,23.27143168108196,,,,,,,,23.01648067865667,22.679293023944847,22.777958079721316,,,,,
UT_HILIC_POS_72939,16.960162207525453,,,,,,,,18.28705309763646,17.961885830732328,18.094427943003065,,,,,,19.553074258307063,,,,,,,,19.287976233359753,19.91246324731219,19.96611646076422,,,,,,17.5074738129629,,,,,,,,17.729835196274866,17.47250260589722,17.662961699065526,,,,,,18.14228608640398,,,,,,,,18.28927919693087,18.526154876862556,18.569797768862948,,,,,,19.514776263165786,,,,,,,,20.52759068574911,20.59168568727033,20.49197656388845,,,,,,18.769096997948157,,,,,,,,18.512086500842262,19.01537285337518,18.38761138615845,,,,,,17.759970926252834,,,,,,,,17.96111672461288,18.52436284385893,18.369301397486208,,,,,,20.13081964066751,,,,,,,,20.20173961914599,20.673559080823132,20.3520766263023,,,,,,17.651911693868346,,,,,,,,17.91781119914904,17.969967327519356,18.77090329426102,,,,,,18.550283094812183,,,,,,,,18.538799728785165,19.263030874452376,19.194240452485126,,,,,
UT_HILIC_POS_53690,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,13.982223908310413,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,13.315199953785433,-0.906871299691388,,,,,,13.853017867569752,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,21.087014078842444,,,,,,,,21.422868180150104,21.40784785172224,21.442283032525772,,,,,,21.942638707820734,,,,,,,,21.236698493839324,21.212254129792125,21.512100103954886,,,,,,21.474309599594346,,,,,,,,21.209710844372612,21.40603290807214,20.853939682983928,,,,,,-0.906871299691388,,,,,,,,15.517857585562586,13.605631719915634,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,13.301820964865751,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,
UT_HILIC_POS_46802,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,13.467487230992871,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,13.690395923953114,-0.906871299691388,-0.906871299691388,,,,,,21.48967085958412,,,,,,,,21.659482578020413,21.820897173105546,21.466182136116963,,,,,,21.481440762607516,,,,,,,,21.531462944896592,21.345501352868276,21.24065521145023,,,,,,21.167999468121046,,,,,,,,21.174990762600395,21.28660316321181,21.050912660214376,,,,,,-0.906871299691388,,,,,,,,15.622505879970689,15.551635151845854,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,13.666649867908717,-0.906871299691388,14.037425637563528,,,,,
UT_HILIC_POS_44706,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,24.876288921997524,,,,,,,,25.060766670862055,24.9880929667902,24.89609723230553,,,,,,25.01886124738928,,,,,,,,24.277497269664707,24.90897773419071,24.713332705386623,,,,,,24.178894581355394,,,,,,,,24.738688312922548,24.7052218972125,24.74514723041409,,,,,,-0.906871299691388,,,,,,,,15.484219841518392,15.551635151845854,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,-0.906871299691388,-0.906871299691388,,,,,,-0.906871299691388,,,,,,,,13.666649867908717,-0.906871299691388,14.037425637563528,,,,,
UT_HILIC_POS_67480,19.801266131130532,,,,,,,,20.06686518101434,20.05696840065651,20.392877093166756,,,,,,17.619403409763947,,,,,,,,16.34135037737604,17.552399152255152,16.45691553231499,,,,,,19.6820600655586,,,,,,,,20.166271105140854,18.31490456852521,18.442933617447732,,,,,,15.713662793796496,,,,,,,,16.62778094308207,17.817510280246022,16.733767941751708,,,,,,-0.906871299691388,,,,,,,,-0.906871299691388,18.399490852866528,15.501524515276447,,,,,,19.160864601332964,,,,,,,,18.77765424253481,20.672491986069943,17.20157576276487,,,,,,18.24912410321941,,,,,,,,17.925517410071087,19.503595369358074,16.503215403930472,,,,,,20.65642730743262,,,,,,,,17.7837817885782,22.951401494451513,19.18271659005051,,,,,,17.37050053695799,,,,,,,,19.401148891038275,17.218957361840186,19.240012627480322,,,,,,17.032530290145896,,,,,,,,21.025745308383417,17.114814348801318,17.097092762608767,,,,,
UT_HILIC_POS_36382,18.236220953278973,,,,,,,,18.33198320879103,18.160087086471048,18.173490346728897,,,,,,18.17629506033796,,,,,,,,18.133200925072128,18.28835018025948,17.883598026773164,,,,,,17.905361677242585,,,,,,,,18.076026302967893,18.230760606775473,18.587468975740443,,,,,,18.402877913430387,,,,,,,,18.240226923828924,18.16120679171954,17.919290728828894,,,,,,19.794217625589187,,,,,,,,19.662497491753633,19.029839888151013,19.0851865049777,,,,,,21.137158641680728,,,,,,,,20.726332844744572,21.045129058941846,20.999787344978436,,,,,,19.431407947207735,,,,,,,,19.209831001257164,19.646603972960794,19.10965035713331,,,,,,18.406018111414255,,,,,,,,18.21256363947921,18.437216862048896,18.257152088947397,,,,,,18.064527640995767,,,,,,,,18.284093804029975,18.17229154635886,18.29145415694716,,,,,,18.052701556747206,,,,,,,,18.469514157752798,18.43844141663189,18.490004476961687,,,,,
