,0h-1,0h-10,0h-11,0h-12,0h-13,0h-14,0h-15,0h-16,0h-2,0h-3,0h-4,0h-5,0h-6,0h-7,0h-8,0h-9,8-144h-1,8-144h-10,8-144h-11,8-144h-12,8-144h-13,8-144h-14,8-144h-15,8-144h-16,8-144h-2,8-144h-3,8-144h-4,8-144h-5,8-144h-6,8-144h-7,8-144h-8,8-144h-9,8-24h-1,8-24h-10,8-24h-11,8-24h-12,8-24h-13,8-24h-14,8-24h-15,8-24h-16,8-24h-2,8-24h-3,8-24h-4,8-24h-5,8-24h-6,8-24h-7,8-24h-8,8-24h-9,8-72h-1,8-72h-10,8-72h-11,8-72h-12,8-72h-13,8-72h-14,8-72h-15,8-72h-16,8-72h-2,8-72h-3,8-72h-4,8-72h-5,8-72h-6,8-72h-7,8-72h-8,8-72h-9,P-144h-1,P-144h-10,P-144h-11,P-144h-12,P-144h-13,P-144h-14,P-144h-15,P-144h-16,P-144h-2,P-144h-3,P-144h-4,P-144h-5,P-144h-6,P-144h-7,P-144h-8,P-144h-9,P-24h-1,P-24h-10,P-24h-11,P-24h-12,P-24h-13,P-24h-14,P-24h-15,P-24h-16,P-24h-2,P-24h-3,P-24h-4,P-24h-5,P-24h-6,P-24h-7,P-24h-8,P-24h-9,P-72h-1,P-72h-10,P-72h-11,P-72h-12,P-72h-13,P-72h-14,P-72h-15,P-72h-16,P-72h-2,P-72h-3,P-72h-4,P-72h-5,P-72h-6,P-72h-7,P-72h-8,P-72h-9,S-144h-1,S-144h-10,S-144h-11,S-144h-12,S-144h-13,S-144h-14,S-144h-15,S-144h-16,S-144h-2,S-144h-3,S-144h-4,S-144h-5,S-144h-6,S-144h-7,S-144h-8,S-144h-9,S-24h-1,S-24h-10,S-24h-11,S-24h-12,S-24h-13,S-24h-14,S-24h-15,S-24h-16,S-24h-2,S-24h-3,S-24h-4,S-24h-5,S-24h-6,S-24h-7,S-24h-8,S-24h-9,S-72h-1,S-72h-10,S-72h-11,S-72h-12,S-72h-13,S-72h-14,S-72h-15,S-72h-16,S-72h-2,S-72h-3,S-72h-4,S-72h-5,S-72h-6,S-72h-7,S-72h-8,S-72h-9
C18_POS_0000_nicotinic_acid_positive_M+H124p0393_0p29,17.59151489346984,,,,,,,,17.416760264084193,17.934248727984844,17.229806317166652,,,,,,17.199940695313213,,,,,,,,16.654207399963905,16.211286987729057,16.41887062296697,,,,,,17.044531382149703,,,,,,,,,17.43723721277259,17.14434315514376,,,,,,17.42175366780505,,,,,,,,17.149039640457424,17.222634155341936,16.77134817586854,,,,,,21.01129109435945,,,,,,,,20.95239527835856,21.341576265257633,20.941857033545553,,,,,,18.222074205668942,,,,,,,,17.979944581160677,17.77803220485022,18.119108187822437,,,,,,18.917275077402547,,,,,,,,18.672980056349857,18.629232339010017,18.234853707712162,,,,,,17.364829196371005,,,,,,,,16.68908744229451,17.198886728618373,17.05744480107068,,,,,,,,,,,,,,16.587836066179364,16.179982750619757,16.68684832591931,,,,,,17.171621929377938,,,,,,,,17.70399769000248,17.123554839949307,16.7965680633538,,,,,
C18_POS_0001_nicotinamide_positive_M+H123p0553_0p36,19.378962825222025,,,,,,,,19.58465846085928,19.73980682844804,19.318088907760128,,,,,,21.916515964701077,,,,,,,,21.456349394995023,21.692111099547216,22.016109977042166,,,,,,20.183099973887828,,,,,,,,20.541017824999553,20.140546752370433,20.215087263532972,,,,,,21.25768634838008,,,,,,,,21.331017249904402,21.226856917250576,21.24245715400566,,,,,,22.813104066517518,,,,,,,,22.58082046406216,22.626814908725116,22.318509108379722,,,,,,15.905537249936692,,,,,,,,15.841112216124733,15.58786509614449,16.087237144044106,,,,,,19.064297450092656,,,,,,,,18.3325164998603,18.903733299696682,18.60031170352418,,,,,,21.98367484637069,,,,,,,,22.423878010269853,22.18573051179284,21.952568106546995,,,,,,20.91873424368796,,,,,,,,20.573275063020983,20.24396967900743,20.45797628136671,,,,,,20.997928801504774,,,,,,,,20.876150728065305,21.255173516371592,21.359835371772796,,,,,
C18_POS_0002_3-Hydroxy-L-Phenylalanine_positive_M+H182p0812_0p44,19.053695756822265,,,,,,,,19.15325841233138,19.749107412278217,19.649719420930243,,,,,,20.127914747615563,,,,,,,,19.87601447760004,19.96201623437307,20.025758304153896,,,,,,19.333107386572152,,,,,,,,18.735484111499158,19.250916148819922,19.146500509287105,,,,,,18.943409439895817,,,,,,,,18.851213718861125,18.843029504080622,19.0893662420403,,,,,,20.21070627457334,,,,,,,,20.25457603090768,19.713260913131993,19.957304695669514,,,,,,20.497909665270626,,,,,,,,20.305815736647084,20.28436754050282,20.426504951879775,,,,,,20.479690796216914,,,,,,,,20.423565981576427,20.496519980767435,20.400237069503298,,,,,,19.183871034462346,,,,,,,,19.137325131389,18.951209492002448,19.13642945605895,,,,,,18.839869857629967,,,,,,,,19.506470841131307,19.27356446201383,19.32829156277247,,,,,,18.96707563017334,,,,,,,,18.945899873789294,18.939649508360066,19.242059923898932,,,,,
C18_POS_0003_isoleucine_positive_M+H132p1019_0p51,24.083613652902557,,,,,,,,24.354122231621897,24.28412191928095,24.066332022208247,,,,,,22.72691230669537,,,,,,,,22.78630512896091,22.526275620789313,22.640509343613697,,,,,,22.936167441596005,,,,,,,,22.966942722588534,23.067089426848323,23.06441929216176,,,,,,22.290001503403353,,,,,,,,22.320306649310496,21.82574944088534,22.225898609920495,,,,,,24.509035058168408,,,,,,,,24.47238888521818,24.17558651033593,24.651206311432425,,,,,,25.422765304047793,,,,,,,,25.311271485968042,25.279459632841167,25.28516655691585,,,,,,23.969528903092094,,,,,,,,24.293942328123492,23.969122602338498,24.222262914948832,,,,,,22.777208594289885,,,,,,,,22.663675866410532,22.469606017371575,22.6384251081977,,,,,,23.148962788044123,,,,,,,,23.140428353036373,22.879182306098304,23.049434644820746,,,,,,22.3906989831819,,,,,,,,22.467146351960665,22.446014790801637,22.400112620145457,,,,,
C18_POS_0004_leucine_positive_M+H132p1019_0p56,24.083613652902557,,,,,,,,24.354122231621897,24.28412191928095,24.066332022208247,,,,,,22.72691230669537,,,,,,,,22.78630512896091,22.526275620789313,22.640509343613697,,,,,,22.936167441596005,,,,,,,,22.966942722588534,23.067089426848323,23.06441929216176,,,,,,22.290001503403353,,,,,,,,22.320306649310496,21.82574944088534,22.225898609920495,,,,,,24.509035058168408,,,,,,,,24.47238888521818,24.17558651033593,24.651206311432425,,,,,,25.422765304047793,,,,,,,,25.311271485968042,25.279459632841167,25.28516655691585,,,,,,23.969528903092094,,,,,,,,24.293942328123492,23.969122602338498,24.222262914948832,,,,,,22.777208594289885,,,,,,,,22.663675866410532,22.469606017371575,22.6384251081977,,,,,,23.148962788044123,,,,,,,,23.140428353036373,22.879182306098304,23.049434644820746,,,,,,22.3906989831819,,,,,,,,22.467146351960665,22.446014790801637,22.400112620145457,,,,,
C18_POS_0005_norleucine_positive_M+H132p1019_0p58,24.083613652902557,,,,,,,,24.354122231621897,24.28412191928095,24.066332022208247,,,,,,22.72691230669537,,,,,,,,22.78630512896091,22.526275620789313,22.640509343613697,,,,,,22.936167441596005,,,,,,,,22.966942722588534,23.067089426848323,23.06441929216176,,,,,,22.290001503403353,,,,,,,,22.320306649310496,21.82574944088534,22.225898609920495,,,,,,24.509035058168408,,,,,,,,24.47238888521818,24.17558651033593,24.651206311432425,,,,,,25.422765304047793,,,,,,,,25.311271485968042,25.279459632841167,25.28516655691585,,,,,,23.969528903092094,,,,,,,,24.293942328123492,23.969122602338498,24.222262914948832,,,,,,22.777208594289885,,,,,,,,22.663675866410532,22.469606017371575,22.6384251081977,,,,,,23.148962788044123,,,,,,,,23.140428353036373,22.879182306098304,23.049434644820746,,,,,,22.3906989831819,,,,,,,,22.467146351960665,22.446014790801637,22.400112620145457,,,,,
C18_POS_0006_guanosine_positive_M+H284p0990_0p69,16.52372135599915,,,,,,,,16.14685386090172,16.333387292910594,16.266228838505615,,,,,,18.23719771514677,,,,,,,,18.407270169011614,18.34052460675562,18.60848330232932,,,,,,16.309463391897214,,,,,,,,,,16.343791739846246,,,,,,17.07077371339026,,,,,,,,16.857966183776327,16.91554263441412,16.03355242351338,,,,,,18.984581270974434,,,,,,,,18.851786968525165,18.847393257884058,18.9773731074337,,,,,,19.67413080751679,,,,,,,,19.385160014837947,19.362530954189445,19.476138524372416,,,,,,18.056879365498123,,,,,,,,17.847825805026165,18.318089378131763,18.14137887114574,,,,,,17.992981642372428,,,,,,,,17.747754224617594,17.992517097312913,17.99802446517035,,,,,,,,,,,,,,16.320317278743875,15.328737148734918,16.013797793301507,,,,,,16.700356418792456,,,,,,,,16.70792967651989,17.25166351339379,17.184090488418324,,,,,
C18_POS_0007_phenylalanine_positive_M+H166p0863_1p31,23.65715017028118,,,,,,,,23.647272211244807,23.60714279737841,22.908232752059323,,,,,,21.83892999046346,,,,,,,,21.83219449054453,21.908686334085555,21.947158653564962,,,,,,21.86929285230498,,,,,,,,22.250321781688665,21.863320386720126,22.088797485513407,,,,,,21.75690347002846,,,,,,,,21.786845973432634,21.109557321036874,21.670570987555557,,,,,,23.653270248440087,,,,,,,,23.591283936558824,23.25781726085027,23.566420052964776,,,,,,24.85464537083142,,,,,,,,24.53500143125947,24.56890357235689,24.616972703253968,,,,,,23.47667180386533,,,,,,,,23.661682861239264,23.466108870308915,23.70376556643572,,,,,,22.38937084093106,,,,,,,,22.697924654844304,22.6124146312588,22.418258661935575,,,,,,22.818602998708194,,,,,,,,22.232358226012856,21.731369170328893,22.11010628470446,,,,,,22.235160496008056,,,,,,,,22.1735618695146,22.375088311724426,22.416849023354423,,,,,
C18_POS_0008_glycyl-l-leucine_positive_M+H189p1234_1p85,18.951865599450464,,,,,,,,17.413604199916385,18.829281990768408,18.239432013715245,,,,,,18.462829129565318,,,,,,,,18.61567432033371,18.49858573613614,18.523867154951997,,,,,,18.001519459295803,,,,,,,,17.931155967463468,17.789169184570977,17.91370407556859,,,,,,18.329793032479557,,,,,,,,17.95108086966383,17.22499421571891,17.874139751170762,,,,,,21.611633910531594,,,,,,,,21.354185696885967,21.424827346667882,21.70725437673631,,,,,,15.838077961998135,,,,,,,,15.650580334170897,15.744638565598489,15.725962406393911,,,,,,19.70558037095422,,,,,,,,19.00205548634239,19.989626355002592,20.017771544402173,,,,,,17.70896963235216,,,,,,,,17.68636000691446,17.504309432963282,17.434142783529097,,,,,,18.486123667678076,,,,,,,,18.36061280541187,17.768648247716584,17.99210422799996,,,,,,18.317281780650834,,,,,,,,18.449538412734583,18.3017984041967,18.374177726813713,,,,,
C18_POS_0009_n-2-acetylguanine_positive_M+H194p0673_1p89,,,,,,,,,,,,,,,,,17.793597246620315,,,,,,,,17.841870017951326,18.29038611186918,17.95290408190293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.032928530657507,,,,,,,18.192217939722738,,,,,,,,18.681671310207687,18.37984918439802,18.277108375447632,,,,,,,,,,,,,,,,,,,,,,18.798050422246376,,,,,,,,17.694758567153954,18.682882025409487,18.18328412308765,,,,,,17.805843993601435,,,,,,,,17.681574641422092,18.145663602827938,18.335204543008317,,,,,,,,,,,,,,,,,,,,,,16.068607343465384,,,,,,,,15.706040216977932,15.62931858914209,16.198629298073058,,,,,
C18_POS_0010_5deoxyadenosine_positive_M+H252p1091_1p93,16.42954635512977,,,,,,,,16.119188073718686,15.744650192096959,15.688033535792496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.277320619424954,,,,,,,,,,,,,,,,,,,,,,,15.57578274108069,,,,,,,,15.708013063775773,15.598114144295078,15.20385714289292,,,,,,19.051863062459653,,,,,,,,18.670651082048963,18.9053715007421,18.861756288952712,,,,,,14.091673135282075,,,,,,,,13.052305704914064,13.22778651031618,13.162323915666962,,,,,,15.594704391296466,,,,,,,,15.426424437939371,15.488966759198448,15.386616081399836,,,,,,16.11127476409769,,,,,,,,15.181279715787369,,,,,,,,,,,,,,,,,,,,,,,
C18_POS_0011_1-methyladenosine_positive_M+H282p1197_1p99,20.734039286173466,,,,,,,,20.453854107238296,20.82038940939562,19.243157285468772,,,,,,17.948131759147277,,,,,,,,17.886435771799164,17.6859068732862,17.696359130805728,,,,,,18.457315482529484,,,,,,,,18.83154094104111,18.3981394705574,18.671248879931607,,,,,,18.25114988531824,,,,,,,,18.442535229950654,17.335870045847997,18.605446450986182,,,,,,19.105713918684962,,,,,,,,19.09016102994008,19.591424429576758,19.172108907822476,,,,,,20.247641404768007,,,,,,,,19.81501752214189,19.8041618471517,19.830636622345313,,,,,,17.81247387519211,,,,,,,,17.22087372236104,17.884804168694618,17.39585735916057,,,,,,18.320559707580042,,,,,,,,18.4170117175388,18.741239707084898,18.714853267389493,,,,,,19.852592185948357,,,,,,,,18.9705927997627,18.344406002646792,18.644584484033253,,,,,,19.058866479176594,,,,,,,,18.742693335478346,18.77920664519843,18.850531540148282,,,,,
C18_POS_0012_pantothenic_acid_positive_M+H220p1180_2p05,20.282419096003853,,,,,,,,20.579854768485006,20.09939896506675,19.543174217114856,,,,,,21.27425170065198,,,,,,,,21.225456766976116,21.36698348891131,21.153924883851627,,,,,,19.848706600018495,,,,,,,,20.257350753211842,20.10535691991656,20.08842985389475,,,,,,20.946127882382118,,,,,,,,21.023476179163715,20.545787185310868,20.866954661748547,,,,,,23.390618723445385,,,,,,,,23.607621800819054,23.76687014672832,23.5185948195882,,,,,,20.880571554453706,,,,,,,,20.426014697838987,20.701660640183388,20.591369885308332,,,,,,21.733353910064388,,,,,,,,21.3217216762396,21.720580237276106,21.389185645991,,,,,,22.127872064094937,,,,,,,,22.24849252094375,22.270021686244704,22.12850727848566,,,,,,20.26470551910974,,,,,,,,19.987178274615687,19.44299573187945,19.504143585985364,,,,,,20.7458042703607,,,,,,,,20.74180526197279,21.110846574280234,21.266149710204676,,,,,
C18_POS_0013_tryptophan_positive_M+H205p0972_2p12,22.35687792055279,,,,,,,,23.53766659734864,23.579747219863254,22.186436803008498,,,,,,23.185298663512103,,,,,,,,22.980286356087532,23.33704003079225,23.25354459294601,,,,,,22.15072541662968,,,,,,,,23.099650055284616,22.521184284313513,22.985243531471447,,,,,,22.234148982271726,,,,,,,,22.188373312074308,21.62741713254433,22.031016700791003,,,,,,23.14586064938411,,,,,,,,23.143314246115732,22.838046770673948,23.250213395335077,,,,,,23.928990923182074,,,,,,,,23.73430868487909,23.919009454829382,23.890052879962575,,,,,,23.70159080112965,,,,,,,,23.52195531586622,23.7105679077543,23.725277780196755,,,,,,22.873584222322865,,,,,,,,23.387827537654186,23.120755159279923,22.959110778029547,,,,,,23.66378489822398,,,,,,,,23.077470100522838,22.51238181892359,23.10671579630272,,,,,,22.38071162025144,,,,,,,,22.408683096402648,22.898479404908965,22.976637542018764,,,,,
C18_POS_0014_2-hydroxyquinoline-4-carboxylic_acid_positive_M+H190p0499_2p30,20.214337994477894,,,,,,,,19.951733128528467,20.045235237315367,19.021345839903674,,,,,,17.074980130345335,,,,,,,,17.493885486200952,17.0305055034283,17.182486778520126,,,,,,17.78953830945886,,,,,,,,18.141703584845278,17.63980083067477,18.09551168870136,,,,,,17.304463222296214,,,,,,,,17.85745589124368,16.845179983254482,17.82150217959267,,,,,,21.405345517650183,,,,,,,,21.454920288344496,21.725357386957626,21.3927829842229,,,,,,17.91622115185003,,,,,,,,17.750463308506287,17.904988193003316,18.128156018113135,,,,,,18.759045942042157,,,,,,,,18.383789666423915,18.926939226200933,18.392824524582096,,,,,,17.505505538148782,,,,,,,,18.093538121802162,18.168401666941403,18.151647520406495,,,,,,19.275586062938828,,,,,,,,18.361515307224337,17.699340653559965,18.051138382682172,,,,,,18.078789388237983,,,,,,,,18.403323207479996,18.379805870743926,18.36107977095656,,,,,
C18_POS_0015_methylthioadenosine_positive_M+H298p0969_2p33,23.154543806393377,,,,,,,,24.284484377192673,24.306699448655493,22.851916589475255,,,,,,25.82519001083849,,,,,,,,25.734359080839095,26.17807362451773,26.072654362541765,,,,,,24.43748992845411,,,,,,,,24.977087874507806,24.219899865363008,24.766727513045943,,,,,,25.59412176689608,,,,,,,,25.42187520922944,25.02430705655948,25.245785016630933,,,,,,24.778142604949288,,,,,,,,24.804748045302436,24.16274798579621,24.071276435561852,,,,,,18.69561893752794,,,,,,,,18.451999345318168,18.568528026447055,18.44486526886363,,,,,,22.56012547794449,,,,,,,,22.079106543366265,22.5454201577478,22.023538888908632,,,,,,26.439462429685836,,,,,,,,26.923951197196324,26.927132164490732,26.663422773348785,,,,,,25.92360989577866,,,,,,,,25.240695791259952,24.357635972037468,25.145785446554598,,,,,,25.48539002167687,,,,,,,,25.513607786420625,26.181932601196607,26.066992087041765,,,,,
C18_POS_0016_kynurenic_acid_positive_M+H190p0499_2p39,20.214337994477894,,,,,,,,19.951733128528467,20.045235237315367,19.021345839903674,,,,,,17.074980130345335,,,,,,,,17.493885486200952,17.0305055034283,17.182486778520126,,,,,,17.78953830945886,,,,,,,,18.141703584845278,17.63980083067477,18.09551168870136,,,,,,17.304463222296214,,,,,,,,17.85745589124368,16.845179983254482,17.82150217959267,,,,,,21.405345517650183,,,,,,,,21.454920288344496,21.725357386957626,21.3927829842229,,,,,,17.91622115185003,,,,,,,,17.750463308506287,17.904988193003316,18.128156018113135,,,,,,18.759045942042157,,,,,,,,18.383789666423915,18.926939226200933,18.392824524582096,,,,,,17.505505538148782,,,,,,,,18.093538121802162,18.168401666941403,18.151647520406495,,,,,,19.275586062938828,,,,,,,,18.361515307224337,17.699340653559965,18.051138382682172,,,,,,18.078789388237983,,,,,,,,18.403323207479996,18.379805870743926,18.36107977095656,,,,,
C18_POS_0017_1-methyl-1_2_3_4-tetrahydrobeta-carboline-3-carboxylic_acid_positive_M+H231p1128_2p53,17.773069162427188,,,,,,,,15.777804208981385,16.35149642114529,15.221140541999745,,,,,,15.308512204989562,,,,,,,,15.327970426921391,15.454682765771327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1868356319967,,,,,,,,19.334894067892325,19.43828713183264,19.255720954773196,,,,,,18.061581709561263,,,,,,,,17.91290799261717,18.009443115194525,18.13925484789565,,,,,,17.923140504610256,,,,,,,,17.830962022229933,18.140469004581572,17.74024089653269,,,,,,14.853550901825523,,,,,,,,15.851010475638375,,,,,,,,17.198116616589314,,,,,,,,,15.485573029609968,15.331727197713432,,,,,,,,,,,,,,,,,,,,,
C18_POS_0018_harmol_hydrochloride_dihydrate_positive_M+H199p0866_2p55,14.545022305977373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.849932032555525,,,,,,,,19.723533219303,20.106383597760175,19.524543157636444,,,,,,17.193975069014577,,,,,,,,16.788624841549378,16.743097037654444,17.07812588935167,,,,,,18.388046687349622,,,,,,,,17.543387761124492,17.9055750812399,17.714543014065068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C18_POS_0019_4-hydroxybenzaldehyde_positive_M+H123p0441_2p60,24.141358885684856,,,,,,,,23.933908480680664,24.035928933095928,22.930069027371637,,,,,,20.317393774489467,,,,,,,,20.75388171102846,20.61490006961712,20.580673383348433,,,,,,21.697095724845017,,,,,,,,22.17651933764637,21.779622503208632,22.063490411333447,,,,,,21.56313520854189,,,,,,,,21.633805337795938,20.906850772327658,21.38197119783935,,,,,,19.03532616539907,,,,,,,,18.85747724579801,19.082906457935735,18.778399528994097,,,,,,18.949442469982973,,,,,,,,18.86489752153282,18.75581828120543,18.78242523969125,,,,,,17.458281051176836,,,,,,,,17.393605738705684,17.579486949737685,17.046286525116766,,,,,,21.748821827629193,,,,,,,,22.169758262261645,21.99811877053374,21.871104975363274,,,,,,23.514695782967838,,,,,,,,22.484073808618597,21.902500700404396,22.28215878535469,,,,,,22.05084374327711,,,,,,,,22.06083372541118,22.249918912236573,22.28808573413904,,,,,
C18_POS_0020_dimethylbenzimidazole_positive_M+H147p0917_2p61,19.106371768711192,,,,,,,,18.54523250993979,18.73622224418404,17.377984379789194,,,,,,15.885044553350582,,,,,,,,16.619381041190067,17.052890218107684,15.698930407486984,,,,,,20.673944408670256,,,,,,,,20.900243878920154,20.1685263615198,20.443039570705505,,,,,,20.437838006850598,,,,,,,,20.358518911908718,18.61234861525084,19.915390823715576,,,,,,17.446910466342196,,,,,,,,16.799787984336387,17.442399786933198,17.110942946842027,,,,,,15.426431663099578,,,,,,,,15.04024202494907,14.449861781485836,15.253058724652336,,,,,,16.01529239811809,,,,,,,,15.332445577414473,15.353705213511702,15.318448321478673,,,,,,17.321111072294997,,,,,,,,19.527998662474335,17.863409637601986,17.554283033869524,,,,,,20.957004792950546,,,,,,,,19.671579639475578,18.774061184597233,19.435312052356675,,,,,,19.00932753115204,,,,,,,,18.71446412481748,18.80166433391021,19.57028342881506,,,,,
C18_POS_0021_norharmane_positive_M+H169p0760_2p68,,,,,,,,,14.699967702405402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.313333380628725,,,,,,,,,,,,,,,,24.04471400390885,,,,,,,,23.585963778994156,24.28239752636001,23.89079201593061,,,,,,21.371623835914612,,,,,,,,20.772780941921713,20.725885953228104,20.85956207607273,,,,,,22.59391133313299,,,,,,,,21.818488615370146,22.043523059061453,21.97946476727373,,,,,,,,,,,,,,,14.805154334586595,,,,,,,,,,,,,,,15.271975107682051,,,,,,,,,,,,,,,,,,,,,,,
C18_POS_0022_anthranilate_positive_M+H138p0550_2p80,21.702565341510343,,,,,,,,21.67338255518089,21.621525804280743,20.657787013523688,,,,,,18.755223979427665,,,,,,,,19.1383191919312,19.20250780242757,18.791925477926416,,,,,,19.196827055424002,,,,,,,,19.53600127453332,19.21491212269978,19.51838254463804,,,,,,19.585111669015717,,,,,,,,19.892099029642786,19.117950011333043,19.75121930480377,,,,,,23.261211315450097,,,,,,,,23.674339462539766,23.62932894009263,23.300866336488173,,,,,,20.864031061423905,,,,,,,,20.625232236230122,20.757486079131688,20.858692976203386,,,,,,18.376360729888724,,,,,,,,17.864065369127815,19.511948325382832,18.582001640921042,,,,,,19.675302408899846,,,,,,,,20.956304337402752,20.055174906290016,20.11527126433725,,,,,,20.20652355565188,,,,,,,,19.736694038530473,19.208484567253855,19.767810755737656,,,,,,19.787595127577912,,,,,,,,19.875761657824874,19.99834339755105,20.322211055683326,,,,,
C18_POS_0023_hyflavin_positive_M+H377p1456_2p81,15.706426635709583,,,,,,,,,15.112230843860198,15.369041796855551,,,,,,15.638006053612807,,,,,,,,15.25169705097548,,15.418932411201977,,,,,,15.684485910931983,,,,,,,,15.319442912634255,15.685656357437024,15.60938928063696,,,,,,15.515686714938354,,,,,,,,15.710871160689907,15.32041618232269,15.563409621810427,,,,,,18.770678724969464,,,,,,,,18.581250686974364,19.471256282587706,19.344341754335485,,,,,,12.901525369565956,,,,,,,,12.938992003232993,,13.151459191124305,,,,,,17.614526006147457,,,,,,,,17.333059783533695,18.074207688748505,18.01789090669362,,,,,,15.090094660139892,,,,,,,,,15.360085762968819,,,,,,,,,,,,,,,,15.567053165197976,15.813665499829458,,,,,,,,,,,,,,15.464073451675558,15.570694619275544,,,,,,
C18_POS_0024_harman_positive_M+H183p0917_2p86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.40100611850357,,,,,,,,24.09166041873733,24.797980731907813,24.17057275632317,,,,,,21.80306346553197,,,,,,,,21.267279169556247,20.973271076319055,21.35290285522423,,,,,,22.821336269040955,,,,,,,,22.165295765878934,22.098769072940822,22.19164947678682,,,,,,,,,,,,,,,,14.770784904267147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C18_POS_0025_isopentenyladenine_positive_M+H204p1244_2p92,20.042336445702073,,,,,,,,19.837218928979127,19.575485275210205,18.4736685903651,,,,,,17.838385318221363,,,,,,,,18.3504844633024,17.866473092351864,18.03071059577296,,,,,,17.820565685793074,,,,,,,,18.149738215094505,17.366055295721043,17.72884084374505,,,,,,18.000094946957418,,,,,,,,17.90069482756517,16.855129432954882,17.94106331608332,,,,,,21.3084936187482,,,,,,,,21.18702944763472,21.617283181703467,21.260370490263835,,,,,,17.60468138289341,,,,,,,,16.865305306093937,16.741466642627135,17.10614644168563,,,,,,19.770387446066728,,,,,,,,19.142383198523216,19.384048474668923,18.999742110380833,,,,,,18.54130272445657,,,,,,,,19.226180537929885,18.79339429252742,18.470397623733664,,,,,,19.426913028660174,,,,,,,,18.280599278089174,17.32504945212235,18.329785536855958,,,,,,17.846837010456632,,,,,,,,18.10412253472711,18.042258925520617,18.25851920230262,,,,,
C18_POS_0026_23-carboxypropanoylamino3-methylpentanoic_acid_positive_M+H232p1180_2p92,17.337363935438844,,,,,,,,16.705935111174906,17.2070048696503,16.817266167336168,,,,,,16.646638205889932,,,,,,,,16.407321289746214,16.027841892080364,16.160411387861704,,,,,,16.056275672084993,,,,,,,,16.3071370238866,16.185989305629338,16.694715165254692,,,,,,17.110838518794413,,,,,,,,16.585654147072432,15.632427910709358,16.803114837775464,,,,,,16.088148376427828,,,,,,,,15.876665818696502,16.15961804429051,15.759263701951097,,,,,,16.854412962815584,,,,,,,,16.506325798440795,16.378260770048826,16.5569287499475,,,,,,17.725093389514374,,,,,,,,17.540397136602852,17.68568692051712,17.4270389198749,,,,,,16.666299956853,,,,,,,,17.241429535668217,17.375769867050632,17.117957669831817,,,,,,17.35266899893882,,,,,,,,16.503583451097153,16.22630448837613,16.465785146393227,,,,,,16.78373242673898,,,,,,,,16.65593439920331,16.34868374354714,16.530566148962944,,,,,
C18_POS_0027_n-acetylisoleucine_positive_M+H174p1125_2p93,20.89329803486715,,,,,,,,21.07601975515462,20.794923359396314,19.854061229290004,,,,,,17.37312862953875,,,,,,,,18.030293884638272,17.707742531682605,17.592162894547737,,,,,,18.771485671030856,,,,,,,,19.017786445090383,18.61631918377577,18.91588045631152,,,,,,18.777468112612368,,,,,,,,18.95124601014514,17.662317841727727,18.820248459664338,,,,,,17.492833711340253,,,,,,,,17.462073438735622,17.75385850852236,17.427780817328788,,,,,,16.878869115548717,,,,,,,,16.488701024267765,16.546986815563596,16.566929572145796,,,,,,18.13382582924704,,,,,,,,17.94502395114179,18.112362091824174,17.93904703021715,,,,,,18.409103973503274,,,,,,,,18.87130838235597,18.807983236821723,18.723148552974596,,,,,,19.993906257793043,,,,,,,,18.85870585986673,18.430071772076936,18.788387586289442,,,,,,19.137999463176676,,,,,,,,18.989540479840695,18.800913501477254,19.170057090088104,,,,,
C18_POS_0028_vanillin_positive_M+H153p0546_3p01,19.528678286621126,,,,,,,,20.451539497431856,20.727874286604017,19.43577514212988,,,,,,17.555726074543863,,,,,,,,17.759394996244083,17.956714720873467,17.82976067935529,,,,,,18.528321782543983,,,,,,,,19.011870849567558,18.577072933652676,19.117881414079957,,,,,,18.169996046273177,,,,,,,,18.267205613367032,18.05724590697272,18.257951464087125,,,,,,18.186564645137697,,,,,,,,18.16675030266602,17.118295151511905,16.81354034645829,,,,,,14.890181027187909,,,,,,,,15.25459692625115,15.158841555475222,15.071574395314158,,,,,,15.226806069267719,,,,,,,,15.314927779427288,15.109570683376745,14.821091396077918,,,,,,17.861066685061324,,,,,,,,18.61379340279674,18.239330359081116,18.371337017217126,,,,,,20.723787882910806,,,,,,,,20.21756836927906,19.423883342809432,20.177538683655225,,,,,,18.3072029779101,,,,,,,,18.440180047123274,18.812558549588918,18.986129389978775,,,,,
