metabolite_kegg_id,metabolite_name,metabolite_compound_id,gene_id,gene_description,kegg_ko,ec_number,link_via
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g3585.t1,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",K11541,,KO:K11541->RXN:R01397
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g3637.t1,phosphoribosylaminoimidazole carboxylase activity,K01923,,KO:K01923->RXN:R04591
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g3726.t1,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",K11541,,KO:K11541->RXN:R01397
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g3997.t1,Aspartate-ammonia ligase,K01914,,KO:K01914->RXN:R00483
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g4075.t1,phosphoribosylaminoimidazole carboxylase activity,K01923,,KO:K01923->RXN:R04591
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g4159.t1,Aminotransferase class I and II,K14454,,KO:K14454->RXN:R00355
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g5255.t1,aspartate kinase activity,K00928,,KO:K00928->RXN:R00480
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g5355.t1,aspartate-tRNA(Asn) ligase activity,K01876,,KO:K01876->RXN:R05577
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g5758.t1,Asparaginase,K13051,,KO:K13051->RXN:R00485
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g5798.t1,asparagine catabolic process,K01424,,KO:K01424->RXN:R00485
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g5978.t1,Cysteine sulfinic acid decarboxylase,K01580,,KO:K01580->RXN:R00489
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g6391.t1,asparagine catabolic process,K01424,,KO:K01424->RXN:R00485
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g6880.t1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,K11540,,KO:K11540->RXN:R01397
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g7291.t1,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",K22503,,KO:K22503->RXN:R05577
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g7324.t1,argininosuccinate synthase activity,K01940,,KO:K01940->RXN:R01954
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g7345.t1,homoserine dehydrogenase activity,K12524,,KO:K12524->RXN:R00480
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g7375.t1,Lysophospholipase,,3.5.1.1,EC:3.5.1.1->RXN:R00485
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g7694.t1,PFAM peptidase T2 asparaginase 2,K13051,,KO:K13051->RXN:R00485
C00049,aspartic acid,HILIC_NEG_0127_aspartic_acid_negative_M-H132p0302_15p87,g872.t1,Asparagine synthase,K01953,,KO:K01953->RXN:R00578
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g1289.t1,Belongs to the CDP-alcohol phosphatidyltransferase class-I family,K08744,,KO:K08744->RXN:R02030
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g1318.t1,cytidylate kinase activity,K13800,,KO:K13800->RXN:R00512
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g1780.t1,Belongs to the LOG family,K06966,,KO:K06966->RXN:R00510
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g189.t1,3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase),K02527,,KO:K02527->RXN:R05074
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g2171.t1,histone H3-K36 methylation,K13800,,KO:K13800->RXN:R00512
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g2455.t1,8-oxo-dGTP phosphohydrolase activity,K01510,,KO:K01510->RXN:R00514
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g2503.t1,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,K03787,,KO:K03787->RXN:R00511
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g2710.t1,Belongs to the 5'-nucleotidase family,K19970,,KO:K19970->RXN:R00511
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g2828.t1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",K01770,,KO:K01770->RXN:R05637
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g3028.t1,Belongs to the uridine kinase family,K00876,,KO:K00876->RXN:R00513
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g3123.t1,dUTP diphosphatase activity,K13038,,KO:K13038->RXN:R04231
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g398.t1,Belongs to the CDP-alcohol phosphatidyltransferase class-I family,K00993,,KO:K00993->RXN:R02057
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g4070.t1,Belongs to the CDP-alcohol phosphatidyltransferase class-I family,K00999,,KO:K00999->RXN:R01802
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g5016.t1,O-methyltransferase-like,K06287,,KO:K06287->RXN:R00515
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g5598.t1,Calcineurin-like phosphoesterase,K01517,,KO:K01517->RXN:R00855
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g6025.t1,Belongs to the CDP-alcohol phosphatidyltransferase class-I family,K17884,,KO:K17884->RXN:R10464
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g656.t1,cardiolipin synthase activity,K00995,,KO:K00995->RXN:R01801
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g6731.t1,Manganese-dependent ADP-ribose CDP-alcohol,K01517,,KO:K01517->RXN:R00855
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g684.t1,mitochondrial,K01081,,KO:K01081->RXN:R00511
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g7009.t1,HD domain,K13800,,KO:K13800->RXN:R00512
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g7200.t1,cytidylate kinase activity,K13800,,KO:K13800->RXN:R00512
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g7619.t1,phosphatidylcholine synthase,K01004,,KO:K01004->RXN:R05794
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g7669.t1,Belongs to the GDA1 CD39 NTPase family,K14641,,KO:K14641->RXN:R00514
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g7928.t1,phosphatidylcholine synthase,K01004,,KO:K01004->RXN:R05794
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g7983.t1,Belongs to the CDP-alcohol phosphatidyltransferase class-I family,K17884,,KO:K17884->RXN:R10464
C00055,3'-CMP,HILIC_NEG_0124_3CMP_negative_M-H322p0446_15p74,g8103.t1,Manganese-dependent ADP-ribose CDP-alcohol,K01517,,KO:K01517->RXN:R00855
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g1476.t1,"NO-associated protein 1, chloroplastic",K13427,,KO:K13427->RXN:R00557
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g1653.t1,argininosuccinate lyase activity,K01755,,KO:K01755->RXN:R01086
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g3188.t1,CoA carboxylase activity,K14755,,KO:K14755->RXN:R00912
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g4666.t1,ATP-grasp domain,K14755,,KO:K14755->RXN:R00912
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g5075.t1,Arginyl tRNA synthetase N terminal dom,K01887,,KO:K01887->RXN:R03646
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g540.t1,GTP binding,K13427,,KO:K13427->RXN:R00557
C00062,arginine,HILIC_NEG_0136_arginine_negative_M-H173p1044_16p77,g569.t1,"NO-associated protein 1, chloroplastic",K13427,,KO:K13427->RXN:R00557
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g1533.t1,GMP synthase (glutamine-hydrolyzing) activity,K01951,,KO:K01951->RXN:R08244
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g1933.t1,"transferase activity, transferring nitrogenous groups",,2.6.1.64,EC:2.6.1.64->RXN:R01375
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g2236.t1,Belongs to the HisA HisF family,K01663,,KO:K01663->RXN:R04558
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g2911.t1,Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS,K08681,,KO:K08681->RXN:R10089
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g3585.t1,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",K01954,,KO:K01954->RXN:R00256
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g3726.t1,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",K01954,,KO:K01954->RXN:R00256
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g3887.t1,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,K00820,,KO:K00820->RXN:R00768
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4170.t1,"6,7-dimethyl-8-ribityllumazine synthase activity",K00820,,KO:K00820->RXN:R00768
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4322.t1,5-carbamoylmethyl uridine residue modification,K02435,,KO:K02435->RXN:R04212
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4580.t1,glutamine biosynthetic process,K01915,,KO:K01915->RXN:R00253
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4691.t1,glutaminyl-tRNA aminoacylation,K01886,,KO:K01886->RXN:R03652
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4698.t1,amidophosphoribosyltransferase activity,K00764,,KO:K00764->RXN:R01072
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4729.t1,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,K01952,,KO:K01952->RXN:R04463
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g4758.t1,structural constituent of ribosome,K01952,,KO:K01952->RXN:R04463
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g5029.t1,'de novo' CTP biosynthetic process,K01937,,KO:K01937->RXN:R00573
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g5587.t1,Belongs to the HisA HisF family,K01663,,KO:K01663->RXN:R04558
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g578.t1,NAD+ synthase (glutamine-hydrolyzing) activity,K01950,,KO:K01950->RXN:R00257
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g5906.t1,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,K06215,,KO:K06215->RXN:R10089
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g6198.t1,Belongs to the HisA HisF family,K01663,,KO:K01663->RXN:R04558
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g6225.t1,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",K01663,,KO:K01663->RXN:R04558
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g6339.t1,glutamine biosynthetic process,K01915,,KO:K01915->RXN:R00253
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g6880.t1,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,K01954,,KO:K01954->RXN:R00256
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g7438.t1,anthranilate synthase activity,K01657,,KO:K01657->RXN:R00986
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g7443.t1,synthase,K13950,,KO:K13950->RXN:R01716
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g7631.t1,tRNA binding,K01886,,KO:K01886->RXN:R03652
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g846.t1,phosphoribosylformylglycinamidine synthase,K01952,,KO:K01952->RXN:R04463
C00064,glutamine,HILIC_NEG_0105_glutamine_negative_M-H145p0619_13p88,g872.t1,Asparagine synthase,K01953,,KO:K01953->RXN:R00578
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g164.t1,tryptophan synthase,K01696,,KO:K01696->RXN:R02722
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g1852.t1,serine O-acetyltransferase activity,K00640,,KO:K00640->RXN:R00586
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g1988.t1,seryl-tRNA aminoacylation,K01875,,KO:K01875->RXN:R03662
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g250.t1,L-threonine ammonia-lyase activity,K01754,,KO:K01754->RXN:R00220
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g337.t1,serine threonine dehydratase,K12235,,KO:K12235->RXN:R00589
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g3421.t1,seryl-tRNA aminoacylation,K01875,,KO:K01875->RXN:R03662
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g3588.t1,Serine hydroxymethyltransferase,K00600,,KO:K00600->RXN:R09099
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g3808.t1,"Serine acetyltransferase, N-terminal",K00640,,KO:K00640->RXN:R00586
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g3942.t1,Interconversion of serine and glycine,K00600,,KO:K00600->RXN:R09099
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g3993.t1,L-serine dehydratase L-threonine deaminase,K17989,,KO:K17989->RXN:R00590
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g439.t1,glycine hydroxymethyltransferase activity,K00600,,KO:K00600->RXN:R09099
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g4547.t1,cysteine biosynthetic process from serine,K01697,,KO:K01697->RXN:R04942
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g4814.t1,serine C-palmitoyltransferase activity,K00654,,KO:K00654->RXN:R01281
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g5732.t1,phosphoserine phosphatase activity,K01079,,KO:K01079->RXN:R00582
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g6062.t1,serine-pyruvate transaminase activity,K00830,,KO:K00830->RXN:R00585
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g6519.t1,succinate transmembrane transporter activity,K01694,,KO:K01694->RXN:R02722
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g717.t1,"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",K01754,,KO:K01754->RXN:R00220
C00065,serine,HILIC_NEG_0106_serine_negative_M-H104p0353_13p89,g990.t1,Aminotransferase class I and II,K00654,,KO:K00654->RXN:R01281
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g1460.t1,Belongs to the class-I aminoacyl-tRNA synthetase family,K01874,,KO:K01874->RXN:R03659
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g1765.t1,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",K03644,,KO:K03644->RXN:R12423
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g1933.t1,"transferase activity, transferring nitrogenous groups",K00816,,KO:K00816->RXN:R09373
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g2057.t1,lipoate synthase activity,K03644,,KO:K03644->RXN:R12423
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g2222.t1,Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation,K00549,,KO:K00549->RXN:R04405
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g2223.t1,Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation,K00549,,KO:K00549->RXN:R04405
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g2317.t1,Homocysteine S-methyltransferase,K00547,,KO:K00547->RXN:R00650
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g2442.t1,Phosphomethylpyrimidine synthase,K03147,,KO:K03147->RXN:R03472
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g2648.t1,Aminotransferase ubiquitination site,K00815,,KO:K00815->RXN:R07396
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g3267.t1,methionyl-tRNA aminoacylation,K01874,,KO:K01874->RXN:R03659
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g3504.t1,Methionine synthase,K00548,,KO:K00548->RXN:R00946
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g4021.t1,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,,1.8.4.11,EC:1.8.4.11->RXN:R07606
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g4284.t1,"Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate",K20967,,KO:K20967->RXN:R09394
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g4286.t1,methionine adenosyltransferase activity,K00789,,KO:K00789->RXN:R00177
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g4520.t1,N6-isopentenyladenosine methylthiotransferase activity,K14441,,KO:K14441->RXN:R10652
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g4598.t1,biotin synthase activity,K01012,,KO:K01012->RXN:R01078
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g4791.t1,"Elongator protein 3, MiaB family, Radical SAM",K11779,,KO:K11779->RXN:R12162
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g5041.t1,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,,1.8.4.11,EC:1.8.4.11->RXN:R07606
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g5198.t1,L-tyrosine:2-oxoglutarate aminotransferase activity,K00815,,KO:K00815->RXN:R07396
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g6664.t1,"Catalyzes the radical-mediated transfer of the hydroxybenzyl group from 4-hydroxyphenylpyruvate (HPP) to 5-amino- 6-ribitylamino-2,4(1H,3H)-pyrimidinedione to form 7,8-didemethyl- 8-hydroxy-5-deazariboflavin (FO)",K11780,,KO:K11780->RXN:R12162
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g6684.t1,homocysteine S-methyltransferase,K00547,,KO:K00547->RXN:R00650
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g7997.t1,Methionine synthase,K00548,,KO:K00548->RXN:R00946
C00073,methionine,HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,g8025.t1,methionyl-tRNA aminoacylation,K01874,,KO:K01874->RXN:R03659
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g1915.t1,"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate",K00620,,KO:K00620->RXN:R02282
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g2754.t1,aminoacylase activity,K14677,,KO:K14677->RXN:R00669
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g3154.t1,Peptidase dimerisation domain,K14677,,KO:K14677->RXN:R00669
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g4415.t1,ornithine carbamoyltransferase activity,K00611,,KO:K00611->RXN:R01398
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g4538.t1,Belongs to the Orn Lys Arg decarboxylase class-II family,K01581,,KO:K01581->RXN:R00670
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g4682.t1,S-adenosylmethioninamine biosynthetic process,K01581,,KO:K01581->RXN:R00670
C00077,ornithine,HILIC_NEG_0139_ornithine_negative_M-H131p0826_16p88,g4875.t1,DNA replication,K00620,,KO:K00620->RXN:R02282
