compound_id,log2FC,pval,comparison,condition,timepoint_h,adj_pval,significant
C18_POS_0000_nicotinic_acid_positive_M+H124p0393_0p29,-0.334378633987697,0.1398734893961888,8_vs_0h_t24h,8,24,0.329458114396598,False
C18_POS_0001_nicotinamide_positive_M+H123p0553_0p36,0.7645586981253274,0.0012303026915694,8_vs_0h_t24h,8,24,0.0528622541233248,False
C18_POS_0002_3-Hydroxy-L-Phenylalanine_positive_M+H182p0812_0p44,-0.28494321154594,0.244387520827735,8_vs_0h_t24h,8,24,0.431347164698561,False
C18_POS_0003_isoleucine_positive_M+H132p1019_0p51,-1.188392735704756,7.819028149852528e-05,8_vs_0h_t24h,8,24,0.0096102964169096,True
C18_POS_0004_leucine_positive_M+H132p1019_0p56,-1.188392735704756,7.819028149852528e-05,8_vs_0h_t24h,8,24,0.0096102964169096,True
C18_POS_0005_norleucine_positive_M+H132p1019_0p58,-1.188392735704756,7.819028149852528e-05,8_vs_0h_t24h,8,24,0.0096102964169096,True
C18_POS_0006_guanosine_positive_M+H284p0990_0p69,0.0090797287924608,0.916929925752577,8_vs_0h_t24h,8,24,0.9572890035656249,False
C18_POS_0007_phenylalanine_positive_M+H166p0863_1p31,-1.4370163561841345,0.0014253332966729,8_vs_0h_t24h,8,24,0.0528622541233248,False
C18_POS_0008_glycyl-l-leucine_positive_M+H189p1234_1p85,-0.4496587792379145,0.291139526535434,8_vs_0h_t24h,8,24,0.4833153621908833,False
C18_POS_0011_1-methyladenosine_positive_M+H282p1197_1p99,-1.7232988285541389,0.0146256650645151,8_vs_0h_t24h,8,24,0.0946119577379159,False
C18_POS_0012_pantothenic_acid_positive_M+H220p1180_2p05,-0.0512507299072027,0.8375913939225634,8_vs_0h_t24h,8,24,0.9073906767494436,False
C18_POS_0013_tryptophan_positive_M+H205p0972_2p12,-0.225981313268484,0.6244433496315012,8_vs_0h_t24h,8,24,0.7309501374041468,False
C18_POS_0014_2-hydroxyquinoline-4-carboxylic_acid_positive_M+H190p0499_2p30,-1.8915244466362824,0.0025857767642415,8_vs_0h_t24h,8,24,0.0579564214270335,False
C18_POS_0015_methylthioadenosine_positive_M+H298p0969_2p33,0.9508902399135196,0.0809103012150417,8_vs_0h_t24h,8,24,0.2269517162712375,False
C18_POS_0016_kynurenic_acid_positive_M+H190p0499_2p39,-1.8915244466362824,0.0025857767642415,8_vs_0h_t24h,8,24,0.0579564214270335,False
C18_POS_0019_4-hydroxybenzaldehyde_positive_M+H123p0441_2p60,-1.8311343374499105,0.0038528821128095,8_vs_0h_t24h,8,24,0.0611980904342743,False
C18_POS_0020_dimethylbenzimidazole_positive_M+H147p0917_2p61,2.1049858292978776,0.0063920423247098,8_vs_0h_t24h,8,24,0.0676314336753406,False
C18_POS_0022_anthranilate_positive_M+H138p0550_2p80,-2.0472844293001278,0.0019696883824182,8_vs_0h_t24h,8,24,0.0579564214270335,False
C18_POS_0023_hyflavin_positive_M+H377p1456_2p81,0.1788438566016097,0.4215555431696052,8_vs_0h_t24h,8,24,0.5620740575594736,False
C18_POS_0025_isopentenyladenine_positive_M+H204p1244_2p92,-1.715877299975709,0.0098820446930195,8_vs_0h_t24h,8,24,0.0790563575441564,False
C18_POS_0026_23-carboxypropanoylamino3-methylpentanoic_acid_positive_M+H232p1180_2p92,-0.7058632291861535,0.0138755166327969,8_vs_0h_t24h,8,24,0.0924123078204013,False
C18_POS_0027_n-acetylisoleucine_positive_M+H174p1125_2p93,-1.824207655624889,0.0044100801025447,8_vs_0h_t24h,8,24,0.0643726070666082,False
C18_POS_0028_vanillin_positive_M+H153p0546_3p01,-1.2271800582356782,0.0244579826287591,8_vs_0h_t24h,8,24,0.1229263662233543,False
C18_POS_0029_n-acetyl-leucine_positive_M+H174p1125_3p03,-1.976453559706954,0.0034726592896123,8_vs_0h_t24h,8,24,0.0594308273361509,False
C18_POS_0030_23-carboxypropanoylamino_hexanoic_acid_positive_M+H232p1180_3p05,-0.7058632291861535,0.0138755166327969,8_vs_0h_t24h,8,24,0.0924123078204013,False
C18_POS_0031_n-acetyl-phenylalanine_positive_M+H208p0968_3p18,-2.024714630165146,0.0013117394607017,8_vs_0h_t24h,8,24,0.0528622541233248,False
C18_POS_0032_indole-3-carboxylic_acid_positive_M+H162p0550_3p24,-1.6976978194622028,0.0027443232268999,8_vs_0h_t24h,8,24,0.0579564214270335,False
C18_POS_0033_indole-3-carbaldehyde_positive_M+H146p0601_3p32,-1.5275691411525578,0.0068977733312722,8_vs_0h_t24h,8,24,0.068464074549397,False
C18_POS_0035_lumichrome_positive_M+H243p0877_3p51,-0.7224796736024182,0.0979283198462166,8_vs_0h_t24h,8,24,0.2580878916804773,False
C18_POS_0036_6_8-dihydroxy-8a-methyl-3_5-dimethylidene-dodecahydronaphtho2_3-bfuran-2-one_positive_M+H265p1435_3p75,0.1592602019295519,0.5438295661058543,8_vs_0h_t24h,8,24,0.6684159757955591,False
C18_POS_0037_e31-ethyl-3-methylpyrazol-4-yl14-hydroxyphenyl_prop-2-en-1-one_positive_M+H257p1285_4p13,-0.9809749889778844,0.0346896331640223,8_vs_0h_t24h,8,24,0.1421223758719944,False
C18_POS_0040_prostaglandin_f2_positive_M+Na377p2298_4p61,-0.8264159594555487,0.1168393645563166,8_vs_0h_t24h,8,24,0.2958180166294759,False
C18_POS_0041_isotretinoin_positive_M+H301p2162_5p34,-0.8319130837273008,0.0832729666842216,8_vs_0h_t24h,8,24,0.2311808027865866,False
C18_POS_0043_sphinganine_positive_M+H302p3054_5p52,0.0947874735739695,0.8867992263639557,8_vs_0h_t24h,8,24,0.9403549443482888,False
C18_POS_0044_122-furylmethyl5-methylpyrrolidinylamino_methylene7-822-fury_lmethyl_pyrrolidinylamino_methylene1_6-dihydroxy-3-methyl-5methylethyl7oxo_2-naphthyl3_8-dihydroxy-6-methyl-4methylethyl_naphthalen-2-one_positive_M+2Na2437p1941_5p69,0.1519437352526331,0.5354956631773695,8_vs_0h_t24h,8,24,0.663095166923005,False
C18_POS_0045_sedanolide_positive_M+H195p1380_5p78,0.9852071434955292,0.0140201644292008,8_vs_0h_t24h,8,24,0.0924646941867297,False
C18_POS_0046_dehydrocostus_lactone_positive_M+H231p1380_6p01,0.2721008446081789,0.4550567548624202,8_vs_0h_t24h,8,24,0.5984793118424049,False
C18_POS_0047_norethisterone_acetate_positive_M+H341p2111_6p04,0.1468607478241779,0.5743721183761572,8_vs_0h_t24h,8,24,0.6878220584982857,False
C18_POS_0048nootkatone_positive_M+H219p1744_6p16,-0.4873788973039339,0.0729581535532568,8_vs_0h_t24h,8,24,0.2098711140510706,False
C18_POS_0049_zerumbone_positive_M+H219p1744_6p42,-0.4873788973039339,0.0729581535532568,8_vs_0h_t24h,8,24,0.2098711140510706,False
C18_POS_0050_sclareolide_positive_M+H251p2006_6p60,0.4979094302985842,0.1336628082852337,8_vs_0h_t24h,8,24,0.3238568401463009,False
C18_POS_0051_abietic_acid_positive_M+H303p2319_7p42,0.6852860282218884,0.0672079150325997,8_vs_0h_t24h,8,24,0.1988332673282702,False
C18_POS_0052_retinoic_acid_positive_M+H301p2162_7p50,0.648295209261363,0.0512534942576089,8_vs_0h_t24h,8,24,0.1712836106517037,False
C18_POS_0053_methyl_glycyrrhetate_positive_M+H485p3626_7p65,1.2494652277949427,0.0233509062177891,8_vs_0h_t24h,8,24,0.1192132465216494,False
C18_POS_0054_monoolein_positive_M+H357p3000_7p72,0.368805378219557,0.4383568905946811,8_vs_0h_t24h,8,24,0.5804686739314484,False
C18_POS_0055_manool_positive_M+H-H2O273p2577_7p94,-0.6636559797802271,0.1202918685744405,8_vs_0h_t24h,8,24,0.3028577398745691,False
C18_POS_0057_dehp_positive_M+H391p2843_8p47,-0.711465370147863,0.5360673205967784,8_vs_0h_t24h,8,24,0.663095166923005,False
C18_POS_0058_vitamin_d2_positive_M+H397p3465_8p98,-0.087141982635007,0.9134085110515974,8_vs_0h_t24h,8,24,0.9558268629580184,False
C18_NEG_0003_2deoxyguanosine_5monophosphate_sodium_salt_hydrate_negative_M-H346p0558_0p44,-1.1584971479064272,0.047686135162756,8_vs_0h_t24h,8,24,0.1660824769559755,False
C18_NEG_0004_3-Hydroxy-L-Phenylalanine_negative_M-H180p0666_0p44,-0.3492448510318233,0.346719718744814,8_vs_0h_t24h,8,24,0.5323615307434055,False
C18_NEG_0005_succinate_negative_M-H117p0193_0p44,-1.8637282392325751,0.0027845373930838,8_vs_0h_t24h,8,24,0.0579564214270335,False
C18_NEG_0007_isoleucine_negative_M-H130p0873_0p51,-1.3604344428311386,0.0259535091186462,8_vs_0h_t24h,8,24,0.1239877243678772,False
C18_NEG_0010_phenylalanine_negative_M-H164p0717_1p30,-1.7468574141956914,0.0110371506645293,8_vs_0h_t24h,8,24,0.0847853846502481,False
C18_NEG_0013_tryptophan_negative_M-H203p0826_2p12,-0.1906986245443214,0.582157634884575,8_vs_0h_t24h,8,24,0.6928987069593863,False
C18_NEG_0016_2-hydroxyquinoline-4-carboxylic_acid_negative_M-H188p0353_2p30,-2.495062112977653,0.0131583578028342,8_vs_0h_t24h,8,24,0.0924123078204013,False
C18_NEG_0020_3_5dihydroxyacetophenone_negative_M-H151p0400_2p44,-0.7215232575798165,0.2334801409190486,8_vs_0h_t24h,8,24,0.4171715878567998,False
C18_NEG_0023_4-methyl-2-oxovaleric_acid_negative_M-H129p0557_2p54,-1.8018925926267748,0.0325605312250809,8_vs_0h_t24h,8,24,0.1371396829168518,False
C18_NEG_0024_hippuric_acid_negative_M-H178p0509_2p58,-1.4400755399594694,0.0643570848349322,8_vs_0h_t24h,8,24,0.193357285992952,False
C18_NEG_0026_pimelic_acid_negative_M-H159p0663_2p61,-1.2736402511112497,0.0761007565558353,8_vs_0h_t24h,8,24,0.2175226699016688,False
C18_NEG_0027_4_4-dimethyl_itaconic_acid_negative_M-H157p0506_2p64,-1.277773654442246,0.0639445635055995,8_vs_0h_t24h,8,24,0.1929755577222556,False
C18_NEG_0031_2-hydroxyphenylacetic_acid_negative_M-H151p0400_2p81,-0.3337237816794989,0.5514279538511995,8_vs_0h_t24h,8,24,0.6728615465765538,False
C18_NEG_0032_3-hydroxybenzaldehyde_negative_M-H121p0295_2p81,-2.365671300949675,0.0174181786779411,8_vs_0h_t24h,8,24,0.1015059378128292,False
C18_NEG_0035_24-methoxybenzamido_acetic_acid_negative_M-H208p0615_2p89,-2.1338608726310326,0.021131329603376,8_vs_0h_t24h,8,24,0.1131905957767817,False
C18_NEG_0036_23-carboxypropanoylamino3-methylpentanoic_acid_negative_M-H230p1034_2p91,-1.7705162912781829,0.0136255732808107,8_vs_0h_t24h,8,24,0.0924123078204013,False
C18_NEG_0037_n-acetylisoleucine_negative_M-H172p0979_2p94,-2.4136048141826656,0.0168461402234911,8_vs_0h_t24h,8,24,0.0986097476544785,False
C18_NEG_0038_vanillin_negative_M-H151p0400_2p99,-1.968770675414067,0.0280025758318485,8_vs_0h_t24h,8,24,0.1301013145177295,False
C18_NEG_0039_n-benzoyl-alanine_negative_M-H192p0666_3p02,-2.5159698829205333,0.0179920455018913,8_vs_0h_t24h,8,24,0.1030730742311741,False
C18_NEG_0042_23-carboxypropanoylamino_hexanoic_acid_negative_M-H230p1034_3p05,-1.7705162912781829,0.0136255732808107,8_vs_0h_t24h,8,24,0.0924123078204013,False
C18_NEG_0043_dethiobiotin_negative_M-H213p1244_3p06,-1.8859397380955516,0.0339988455963561,8_vs_0h_t24h,8,24,0.1400331486625441,False
C18_NEG_0044_3-phenyllactic_acid_negative_M-H165p0557_3p07,-1.831942886044136,0.0418062830118939,8_vs_0h_t24h,8,24,0.1580139502256644,False
C18_NEG_0047_indole-3-carboxylic_acid_negative_M-H160p0404_3p24,-2.261768787537076,0.0235414495724469,8_vs_0h_t24h,8,24,0.1196542850449184,False
C18_NEG_0048_n-acetyl-tryptophan_negative_M-H245p0931_3p25,-1.9095877986490424,0.0396778698215123,8_vs_0h_t24h,8,24,0.1541508045939217,False
C18_NEG_0050_benzoic_acid_negative_M-H121p0295_3p40,-1.8764933409303204,0.0303917886569355,8_vs_0h_t24h,8,24,0.1341806078939983,False
C18_NEG_0055_6_11-dioxododecanoic_acid_negative_M-H227p1289_3p55,-0.3356333993382634,0.6592505820531859,8_vs_0h_t24h,8,24,0.7637808216354047,False
C18_NEG_0056_methyl_caffeate_negative_M-H193p0506_3p57,0.7261990906268565,0.3486448139087392,8_vs_0h_t24h,8,24,0.5323615307434055,False
C18_NEG_0057_heptanoic_acid_negative_M+acetate189p1133_3p86,-0.9770070153842064,0.1387670453009286,8_vs_0h_t24h,8,24,0.3278782896706528,False
C18_NEG_0058_10-hydroxydecanoate_negative_M-H187p1339_4p05,-0.97461815091264,0.1815292979601016,8_vs_0h_t24h,8,24,0.3610548843790453,False
C18_NEG_0059_dinoprost_negative_M-H353p2333_4p62,-1.315308659846849,0.1025066535554569,8_vs_0h_t24h,8,24,0.2649885193250054,False
C18_NEG_0061_2-heptylhexanedioic_acid_negative_M-H243p1602_5p27,-1.127575680261291,0.1989796916076165,8_vs_0h_t24h,8,24,0.3794365910486568,False
C18_NEG_0062_16-hydroxyhexadecanoic_acid_negative_M-H271p2278_6p16,-0.644540302334395,0.125065333618785,8_vs_0h_t24h,8,24,0.3120923598036139,False
C18_NEG_0063nootkatone_negative_M+acetate277p1810_6p17,2.07450501030986,0.089818090937411,8_vs_0h_t24h,8,24,0.2410831416354126,False
C18_NEG_0064_5-oxopentadecanoic_acid_negative_M-H255p1965_6p54,-0.7728652695448766,0.3283214420931787,8_vs_0h_t24h,8,24,0.5203875612074768,False
C18_NEG_0065_palmitoleic_acid_negative_M-H253p2173_7p47,0.505053607991222,0.4179154404933486,8_vs_0h_t24h,8,24,0.5594274015316905,False
C18_NEG_0066_stearic_acid_negative_M-H283p2642_8p07,0.1027056440762841,0.8154304304076673,8_vs_0h_t24h,8,24,0.8897997916958564,False
HILIC_POS_0004_indole-3-acetamide_positive_M+H175p0866_1p29,-0.9232755565968276,0.0124830254044,8_vs_0h_t24h,8,24,0.0912272991716155,False
HILIC_POS_0007_2-hydroxypyridine_positive_M+H96p0444_1p39,-0.1248997251402954,0.770913772966726,8_vs_0h_t24h,8,24,0.854324115615585,False
HILIC_POS_0010_dethiobiotin_positive_M+H215p1390_1p94,-1.690379639422158,0.0340761138387404,8_vs_0h_t24h,8,24,0.1400331486625441,False
HILIC_POS_0011_4-hydroxy-2-quinolone_positive_M+H162p0549_2p06,-1.1216866893904616,0.0439409346969909,8_vs_0h_t24h,8,24,0.1595726559102934,False
HILIC_POS_0012_pyridoxine_positive_M+H170p0812_2p09,-0.6897092041785697,0.2099960489793228,8_vs_0h_t24h,8,24,0.3921473179834868,False
HILIC_POS_0013_2deoxyadenosine_positive_M+H252p1091_2p16,-1.621252063837975,0.0098400649795934,8_vs_0h_t24h,8,24,0.0790563575441564,False
HILIC_POS_0014_adenine_positive_M+H136p0618_2p54,-1.9099200240726224,0.0295048145436744,8_vs_0h_t24h,8,24,0.1339061152032716,False
HILIC_POS_0016_4-pyridoxic_acid_positive_M+H184p0604_2p72,-1.2895120051171691,0.0587478265631646,8_vs_0h_t24h,8,24,0.182590946007813,False
HILIC_POS_0018_4-acetamidobutanoic_acid_positive_M+H146p0812_2p83,-2.0738455846480086,0.0151415989530531,8_vs_0h_t24h,8,24,0.096110055326422,False
HILIC_POS_0019_adenosine_positive_M+H268p1040_2p88,-1.9858670339659703,0.0261167338602247,8_vs_0h_t24h,8,24,0.1239877243678772,False
HILIC_POS_0020_hypoxanthine_positive_M+H137p0458_2p90,-1.797587404076296,0.031491976730185,8_vs_0h_t24h,8,24,0.1352374289236556,False
HILIC_POS_0022_biotin_positive_M+H245p0954_3p21,-2.5014437841236656,0.007701624788939,8_vs_0h_t24h,8,24,0.0723096994072614,False
HILIC_POS_0023_3-methyladenine_positive_M+H150p0774_3p38,-2.474393121586214,0.0174967786676399,8_vs_0h_t24h,8,24,0.1015263723547178,False
HILIC_POS_0024_pterin_positive_M+H164p0567_3p45,-1.8332795510258928,0.111690209104448,8_vs_0h_t24h,8,24,0.2843788374938112,False
HILIC_POS_0026_creatinine_positive_M+H114p0662_3p73,-1.4975111334087323,0.0512214442846685,8_vs_0h_t24h,8,24,0.1712836106517037,False
HILIC_POS_0027_choline_positive_M104p1070_3p85,0.0389152650611492,0.920032641460344,8_vs_0h_t24h,8,24,0.9591308502793644,False
HILIC_POS_0028_choline_o-sulfuric_acid_positive_M184p0638_3p95,1.385417904034016,0.0339614417775814,8_vs_0h_t24h,8,24,0.1400331486625441,False
HILIC_POS_0029_5-methylcytosine_positive_M+H126p0662_4p07,-2.2189717138521665,0.0158966573005669,8_vs_0h_t24h,8,24,0.0979746706944576,False
HILIC_POS_0032_cytosine_positive_M+H112p0505_4p46,-1.97569461687036,0.0078540308106241,8_vs_0h_t24h,8,24,0.0730511865645917,False
HILIC_POS_0033_4-quinolinecarboxylic_acid_positive_M+H174p0549_5p01,-2.09369370968896,0.0147366734965631,8_vs_0h_t24h,8,24,0.0948761074635873,False
HILIC_POS_0035_inosine_positive_M+H269p0881_5p01,-0.4790306349759241,0.2904457029733646,8_vs_0h_t24h,8,24,0.483004416260749,False
HILIC_POS_0037_deoxycytidine_positive_M+H228p0979_5p18,-1.2342897628385536,0.0701727515359719,8_vs_0h_t24h,8,24,0.2049104969257754,False
HILIC_POS_0039_isonicotinic_acid_positive_M+H124p0393_5p53,-0.7228099575797948,0.2599174897281065,8_vs_0h_t24h,8,24,0.4516818073424165,False
HILIC_POS_0040_guanine_positive_M+H152p0567_5p78,-1.014159190679763,0.1311939104902651,8_vs_0h_t24h,8,24,0.3201699765033185,False
HILIC_POS_0042_2deoxyguanosine_positive_M+H268p1040_6p37,-1.0082551952277825,0.1448478562375578,8_vs_0h_t24h,8,24,0.3347594899712446,False
HILIC_POS_0043_pantothenic_acid_positive_M+H220p1180_6p41,-0.3457824483922174,0.5471476800825672,8_vs_0h_t24h,8,24,0.6694512791598469,False
HILIC_POS_0046_cytidine_positive_M+H244p0928_6p43,-1.8044474239331765,0.0468525904475594,8_vs_0h_t24h,8,24,0.1642764993076147,False
HILIC_POS_0047_N-acetyl-glucosamine_positive_M+H222p0972_6p43,-0.974016847773452,0.2242094605378023,8_vs_0h_t24h,8,24,0.4045107017581549,False
HILIC_POS_0048_tyramine_positive_M+H138p0913_6p48,-0.3241572060346449,0.28851349678092,8_vs_0h_t24h,8,24,0.4803820783839949,False
HILIC_POS_0051_betaine_positive_M118p0863_7p36,-1.525306445450802,0.0563575176514702,8_vs_0h_t24h,8,24,0.1818505104171544,False
HILIC_POS_0054_serotonin_positive_M+H177p1022_8p04,-0.822192176455717,0.3769366401463788,8_vs_0h_t24h,8,24,0.5323615307434055,False
HILIC_POS_0055_trigonelline_positive_M138p0549_8p19,-0.2982705348058037,0.5254349564420675,8_vs_0h_t24h,8,24,0.6595989425345175,False
HILIC_POS_0056_phenylalanine_positive_M+H166p0863_8p37,-1.7999863067736328,0.0353904728951476,8_vs_0h_t24h,8,24,0.1432572435755677,False
HILIC_POS_0057_bis_3-aminopropyl_amine_positive_M-H+2Na176p1134_8p40,0.3180597466796726,0.0838306173661126,8_vs_0h_t24h,8,24,0.2313875791594973,False
HILIC_POS_0063_N-acetylputrescine_positive_M+H131p1179_9p71,-0.1172558532938232,0.7870855472343932,8_vs_0h_t24h,8,24,0.8693951469451795,False
HILIC_POS_0064_methionine_positive_M+H150p0583_9p85,-1.5249043790060917,0.0574605862294184,8_vs_0h_t24h,8,24,0.1820339913166398,False
HILIC_POS_0065_norvaline_positive_M+H118p0863_10p18,-1.2607944061507368,0.0900308760167601,8_vs_0h_t24h,8,24,0.2410831416354126,False
HILIC_POS_0066_proline_positive_M+H116p0706_10p33,-0.9795640553280408,0.1375333046386888,8_vs_0h_t24h,8,24,0.3262193471429954,False
HILIC_POS_0067_pipecolic_acid_positive_M+H130p0863_10p38,-0.445331804575332,0.5089036374275194,8_vs_0h_t24h,8,24,0.6460448054478932,False
HILIC_POS_0068_valine_positive_M+H118p0863_10p48,-1.2607944061507368,0.0900308760167601,8_vs_0h_t24h,8,24,0.2410831416354126,False
HILIC_POS_0069_glyceric_acid_positive_M-H+2Na150p9978_11p00,-1.6598102710667533,0.0697998486983747,8_vs_0h_t24h,8,24,0.2047058469418712,False
HILIC_POS_0070_5-oxo-proline_positive_M-H+2Na174p0138_11p09,-1.3623858091923111,0.0005241397852733,8_vs_0h_t24h,8,24,0.0416845288052712,True
HILIC_POS_0071_tyrosine_positive_M+H182p0812_11p27,0.0992110350010335,0.8106287819100483,8_vs_0h_t24h,8,24,0.886707211280247,False
HILIC_POS_0072_DL-2-aminobutyric_acid_positive_M+H104p0706_11p57,-1.0112217897166005,0.149571904566847,8_vs_0h_t24h,8,24,0.3403977045219736,False
HILIC_POS_0073_2-amino-2-methylpropanoic_acid_positive_M+H104p0706_11p86,-1.0112217897166005,0.149571904566847,8_vs_0h_t24h,8,24,0.3403977045219736,False
HILIC_POS_0074_ectoine_positive_M+H143p0815_11p95,0.0859777400186629,0.7519525224943184,8_vs_0h_t24h,8,24,0.8381202064404935,False
HILIC_POS_0075_1-aminocyclopropane-1-carboxylic_acid_positive_M+H102p0550_12p51,-0.6820044146242203,0.1489191394210642,8_vs_0h_t24h,8,24,0.3403977045219736,False
HILIC_POS_0076_trans-4-hydroxyproline_positive_M+H132p0655_12p75,-0.2074150119893829,0.5010137941963644,8_vs_0h_t24h,8,24,0.6384266255923512,False
HILIC_POS_0077_carnitine_positive_M162p1125_12p78,-0.6474336770771458,0.3165791458776723,8_vs_0h_t24h,8,24,0.5094941232606521,False
HILIC_POS_0078_sucrose_positive_M+Na365p1054_12p96,-0.0390948854196473,0.7266410292675383,8_vs_0h_t24h,8,24,0.8159623518020861,False
HILIC_POS_0080_threonine_positive_M+H-H2O102p0550_13p00,-0.6820044146242203,0.1489191394210642,8_vs_0h_t24h,8,24,0.3403977045219736,False
HILIC_POS_0082_allothreonine_positive_M+H-H2O102p0550_13p12,-0.3032867335504896,0.3760713524361236,8_vs_0h_t24h,8,24,0.5323615307434055,False
HILIC_POS_0083_cis-4-hydroxy-proline_positive_M+H132p0655_13p19,-0.2074150119893829,0.5010137941963644,8_vs_0h_t24h,8,24,0.6384266255923512,False
HILIC_POS_0084_palatinose_positive_M+Na365p1054_13p23,-0.3911997867143775,0.2199921284690536,8_vs_0h_t24h,8,24,0.4013891466803786,False
HILIC_POS_0085_homoserine_positive_M+H120p0655_13p41,-0.1112949253305544,0.7972920697724671,8_vs_0h_t24h,8,24,0.8785633485283645,False
HILIC_POS_0086_4-guanidinobutanoic_acid_positive_M+H146p0924_13p41,-2.360274454173417,0.0162196949545615,8_vs_0h_t24h,8,24,0.0979746706944576,False
HILIC_POS_0087_guanidinoacetic_acid_positive_M+H118p0611_13p56,-2.6983835829551595,0.0083754295674949,8_vs_0h_t24h,8,24,0.0749906011606174,False
HILIC_POS_0088_cellobiose_positive_M+Na365p1054_13p62,-0.1942389166442204,0.6206729243731888,8_vs_0h_t24h,8,24,0.7277968722918917,False
HILIC_POS_0089_Serine_positive_M+H106p0499_13p67,-0.512517503272214,0.1755671883555227,8_vs_0h_t24h,8,24,0.3610548843790453,False
HILIC_POS_0090_lactose_positive_M+Na365p1054_13p86,-0.019276054893174,0.9442694297148306,8_vs_0h_t24h,8,24,0.9759333327073706,False
HILIC_POS_0091_glutamine_positive_M+H147p0764_13p88,1.536505210579989,0.0154724685700937,8_vs_0h_t24h,8,24,0.096399896344547,False
HILIC_POS_0092_serine_positive_M+H106p0499_13p88,-0.512517503272214,0.1755671883555227,8_vs_0h_t24h,8,24,0.3610548843790453,False
HILIC_POS_0093_beta-alanine_positive_M+H90p0550_13p90,-0.377737608789527,0.3977389047772796,8_vs_0h_t24h,8,24,0.5393610825064012,False
HILIC_POS_0095_asparagine_positive_M+H133p0608_13p95,-0.1603959166652195,0.7126354741356702,8_vs_0h_t24h,8,24,0.8055879272838011,False
HILIC_POS_0096_5-aminopentanoic_acid_positive_M+H118p0863_13p97,-1.0644232471188886,0.120606305223516,8_vs_0h_t24h,8,24,0.303084990078427,False
HILIC_POS_0097_gamma-aminobutyric_acid_positive_M-H2O+H86p0600_14p03,0.211527698059978,0.5827114125834484,8_vs_0h_t24h,8,24,0.6928987069593863,False
HILIC_POS_0098_trehalose_positive_M+Na365p1054_14p03,0.0920630544946892,0.6906249553159032,8_vs_0h_t24h,8,24,0.7892856632181751,False
HILIC_POS_0099_S5adenosylhomocysteine_positive_M+H385p1289_14p03,-0.6968659446115417,0.1295449955146426,8_vs_0h_t24h,8,24,0.3172913658257189,False
HILIC_POS_0101_cysteic_acid_positive_M+H170p0118_14p13,1.501168022395614,0.2150185120005137,8_vs_0h_t24h,8,24,0.3969380984504945,False
HILIC_POS_0102_mannosamine_positive_M+H-H2O162p0761_14p13,-0.0430437379242185,0.8607831160259656,8_vs_0h_t24h,8,24,0.9221204689465744,False
HILIC_POS_0103_histidine_positive_M+H156p0768_14p47,-0.0043685365645309,0.9928071499703202,8_vs_0h_t24h,8,24,0.9950150235432712,False
HILIC_POS_0104_sn-glycero-3-phosphocholine_positive_M258p1101_14p54,-0.620892767979484,0.3558948746084329,8_vs_0h_t24h,8,24,0.5323615307434055,False
HILIC_POS_0105_uridine-5-monophosphoric_acid_positive_M+H325p0431_14p59,1.034496375568203,0.0793425848362296,8_vs_0h_t24h,8,24,0.2239481726483977,False
HILIC_POS_0106_glucosamine_positive_M+H180p0866_14p67,-0.0615476151982523,0.8460836418978419,8_vs_0h_t24h,8,24,0.9123990706376488,False
HILIC_POS_0107_citrulline_positive_M+H176p1030_14p73,-0.4944640029168248,0.3292775158440209,8_vs_0h_t24h,8,24,0.5212918049427591,False
HILIC_POS_0108_N-alpha-acetyl-lysine_positive_M+H189p1234_14p77,-1.993968869958497,0.0225791471716077,8_vs_0h_t24h,8,24,0.1174115652923605,False
HILIC_POS_0109_N-methyl-glutamic_acid_positive_M+H162p0761_14p78,-0.4330594006711905,0.3268213335871186,8_vs_0h_t24h,8,24,0.5202656090801593,False
HILIC_POS_0112_N-acetyl-glutamic_acid_positive_M+H190p0710_14p81,-1.5793014222800572,0.0371361335452879,8_vs_0h_t24h,8,24,0.1485591834735858,False
HILIC_POS_0113_galactosamine_positive_M+H180p0866_14p85,0.2695038248345742,0.1619531856460871,8_vs_0h_t24h,8,24,0.3561718745428673,False
HILIC_POS_0114_adenosine_5monophosphoric_acid_positive_M+H348p0704_14p98,-0.6498769602858978,0.15999572990914,8_vs_0h_t24h,8,24,0.352878020941529,False
HILIC_POS_0116_sn-glycerol_3-phosphoric_acid_positive_M+H173p0209_15p28,0.8783670270497765,0.1744144479692571,8_vs_0h_t24h,8,24,0.3610548843790453,False
HILIC_POS_0117_alpha-aminoadipic_acid_positive_M+H162p0761_15p59,-0.3250045318003742,0.3489858174353262,8_vs_0h_t24h,8,24,0.5323615307434055,False
HILIC_POS_0118_glutamic_acid_positive_M+H148p0604_15p66,2.006792541828709,0.0299636214427145,8_vs_0h_t24h,8,24,0.1339061152032716,False
HILIC_POS_0119_ophthalmic_acid_positive_M+H290p1347_15p67,1.952222246904931,0.0433059343019324,8_vs_0h_t24h,8,24,0.1595357579733314,False
HILIC_POS_0120_3CMP_positive_M+H324p0591_15p76,-0.1577017533596603,0.793365307741793,8_vs_0h_t24h,8,24,0.8756162416872687,False
HILIC_POS_0123_aspartic_acid_positive_M+H134p0448_15p88,1.555763403284125,0.1358977001151681,8_vs_0h_t24h,8,24,0.3251558642897117,False
