pathway,pathway_name,comparison,overlap,pathway_size,sig_size,background,overlap_ratio,pval,metabolites,adj_pval
map01100,Metabolic pathways,8_vs_0h_t24h,3,135,5,200,0.022222222222222223,0.804884002052586,C00407;C01717;C01879,0.8168884366235334
map01110,Biosynthesis of secondary metabolites,8_vs_0h_t24h,1,57,5,200,0.017543859649122806,0.8168884366235334,C00407,0.8168884366235334
map01210,2-Oxocarboxylic acid metabolism,8_vs_0h_t24h,1,15,5,200,0.06666666666666667,0.32559614496328515,C00407,0.5623933413002198
map01230,Biosynthesis of amino acids,8_vs_0h_t24h,1,28,5,200,0.03571428571428571,0.5334492357628343,C00407,0.6757023652995902
map00280,"Valine, leucine and isoleucine degradation",8_vs_0h_t24h,1,3,5,200,0.3333333333333333,0.0735000761382671,C00407,0.44258275522910867
map00290,"Valine, leucine and isoleucine biosynthesis",8_vs_0h_t24h,1,6,5,200,0.16666666666666666,0.14261343099223583,C00407,0.44258275522910867
map00380,Tryptophan metabolism,8_vs_0h_t24h,1,5,5,200,0.2,0.12005062654466303,C01717,0.44258275522910867
map00460,Cyanoamino acid metabolism,8_vs_0h_t24h,1,8,5,200,0.125,0.18635063378067734,C00407,0.44258275522910867
map00480,Glutathione metabolism,8_vs_0h_t24h,1,6,5,200,0.16666666666666666,0.14261343099223583,C01879,0.44258275522910867
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",8_vs_0h_t24h,1,8,5,200,0.125,0.18635063378067734,C00407,0.44258275522910867
map00966,Glucosinolate biosynthesis,8_vs_0h_t24h,1,6,5,200,0.16666666666666666,0.14261343099223583,C00407,0.44258275522910867
map01060,Biosynthesis of plant secondary metabolites,8_vs_0h_t24h,1,34,5,200,0.029411764705882353,0.6101765691609399,C00407,0.7078899985184169
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",8_vs_0h_t24h,1,15,5,200,0.06666666666666667,0.32559614496328515,C00407,0.5623933413002198
map00970,Aminoacyl-tRNA biosynthesis,8_vs_0h_t24h,1,17,5,200,0.058823529411764705,0.3616541654147194,C00407,0.5726190952399723
map02010,ABC transporters,8_vs_0h_t24h,1,36,5,200,0.027777777777777776,0.6333752618322678,C00407,0.7078899985184169
map04974,Protein digestion and absorption,8_vs_0h_t24h,1,21,5,200,0.047619047619047616,0.42914414956095437,C00407,0.6040505021741879
map04978,Mineral absorption,8_vs_0h_t24h,1,11,5,200,0.09090909090909091,0.2485927644021412,C00407,0.524806947071187
map04382,Cornified envelope formation,8_vs_0h_t24h,1,4,5,200,0.25,0.0970153026322197,C01879,0.44258275522910867
map05230,Central carbon metabolism in cancer,8_vs_0h_t24h,1,22,5,200,0.045454545454545456,0.4450898437072964,C00407,0.6040505021741879
map01100,Metabolic pathways,8_vs_0h_t72h,26,135,42,200,0.1925925925925926,0.8543782054950829,C00042;C00064;C00085;C00092;C00103;C00108;C00153;C00180;C00212;C00214;C00233;C00383;C00385;C00386;C00407;C00559;C00581;C00633;C00639;C00755;C00956;C01717;C02693;C02946;C03519;C18218,0.9283147809706189
map01110,Biosynthesis of secondary metabolites,8_vs_0h_t72h,13,57,42,200,0.22807017543859648,0.413320690571957,C00042;C00064;C00085;C00092;C00103;C00108;C00180;C00233;C00385;C00407;C00755;C00956;C04083,0.8254842574148495
map01120,Microbial metabolism in diverse environments,8_vs_0h_t72h,11,43,42,200,0.2558139534883721,0.26270164581782246,C00042;C00064;C00085;C00103;C00108;C00180;C00385;C00633;C00755;C00956;C03067,0.8254842574148495
map01200,Carbon metabolism,8_vs_0h_t72h,2,12,42,200,0.16666666666666666,0.761245402613205,C00042;C00085,0.8967161188921402
map01210,2-Oxocarboxylic acid metabolism,8_vs_0h_t72h,3,15,42,200,0.2,0.6472593989527389,C00233;C00407;C00956,0.8406932423179252
map01230,Biosynthesis of amino acids,8_vs_0h_t72h,6,28,42,200,0.21428571428571427,0.5614859878542253,C00064;C00085;C00108;C00233;C00407;C00956,0.8254842574148495
map01232,Nucleotide metabolism,8_vs_0h_t72h,5,21,42,200,0.23809523809523808,0.46207109597814683,C00064;C00212;C00214;C00385;C00559,0.8254842574148495
map01250,Biosynthesis of nucleotide sugars,8_vs_0h_t72h,2,9,42,200,0.2222222222222222,0.5984735062216522,C00085;C00103,0.8254842574148495
map01240,Biosynthesis of cofactors,8_vs_0h_t72h,4,27,42,200,0.14814814814814814,0.8671842000739767,C00064;C00085;C00103;C00153,0.9332553772224701
map01220,Degradation of aromatic compounds,8_vs_0h_t72h,4,10,42,200,0.4,0.13370852927104607,C00042;C00108;C00180;C03067,0.8254842574148495
map00010,Glycolysis / Gluconeogenesis,8_vs_0h_t72h,2,5,42,200,0.4,0.2824637283148111,C00085;C00103,0.8254842574148495
map00020,Citrate cycle (TCA cycle),8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00042,0.8254842574148495
map00030,Pentose phosphate pathway,8_vs_0h_t72h,1,5,42,200,0.2,0.6964269619793433,C00085,0.8553939859094107
map00040,Pentose and glucuronate interconversions,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00103,0.8254842574148495
map00051,Fructose and mannose metabolism,8_vs_0h_t72h,1,5,42,200,0.2,0.6964269619793433,C00085,0.8553939859094107
map00052,Galactose metabolism,8_vs_0h_t72h,2,9,42,200,0.2222222222222222,0.5984735062216522,C00085;C00103,0.8254842574148495
map00500,Starch and sucrose metabolism,8_vs_0h_t72h,3,5,42,200,0.6,0.06346382405357483,C00085;C00092;C00103,0.8254842574148495
map00620,Pyruvate metabolism,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00042,0.8254842574148495
map00630,Glyoxylate and dicarboxylate metabolism,8_vs_0h_t72h,2,9,42,200,0.2222222222222222,0.5984735062216522,C00042;C00064,0.8254842574148495
map00640,Propanoate metabolism,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00042,0.8254842574148495
map00650,Butanoate metabolism,8_vs_0h_t72h,1,8,42,200,0.125,0.8539903658987825,C00042,0.9283147809706189
map00566,Sulfoquinovose metabolism,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00103,0.8254842574148495
map00190,Oxidative phosphorylation,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00042,0.8254842574148495
map00710,Carbon fixation by Calvin cycle,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00085,0.8254842574148495
map00720,Other carbon fixation pathways,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00042,0.8254842574148495
map00680,Methane metabolism,8_vs_0h_t72h,1,9,42,200,0.1111111111111111,0.8859299733584239,C00085,0.9391410950014083
map00910,Nitrogen metabolism,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00064,0.8254842574148495
map00920,Sulfur metabolism,8_vs_0h_t72h,1,5,42,200,0.2,0.6964269619793433,C00042,0.8553939859094107
map00061,Fatty acid biosynthesis,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00383,0.8254842574148495
map00561,Glycerolipid metabolism,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00103,0.8254842574148495
map00230,Purine metabolism,8_vs_0h_t72h,4,12,42,200,0.3333333333333333,0.22758865031533093,C00064;C00212;C00385;C00559,0.8254842574148495
map00240,Pyrimidine metabolism,8_vs_0h_t72h,3,15,42,200,0.2,0.6472593989527389,C00064;C00214;C00383,0.8406932423179252
map00250,"Alanine, aspartate and glutamate metabolism",8_vs_0h_t72h,2,9,42,200,0.2222222222222222,0.5984735062216522,C00042;C00064,0.8254842574148495
map00260,"Glycine, serine and threonine metabolism",8_vs_0h_t72h,1,14,42,200,0.07142857142857142,0.9675354422254824,C00581,0.981906872557147
map00280,"Valine, leucine and isoleucine degradation",8_vs_0h_t72h,2,3,42,200,0.6666666666666666,0.11231764885031219,C00233;C00407,0.8254842574148495
map00290,"Valine, leucine and isoleucine biosynthesis",8_vs_0h_t72h,2,6,42,200,0.3333333333333333,0.36950215180325124,C00233;C00407,0.8254842574148495
map00300,Lysine biosynthesis,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00956,0.8254842574148495
map00310,Lysine degradation,8_vs_0h_t72h,2,8,42,200,0.25,0.5290947562430934,C00042;C00956,0.8254842574148495
map00220,Arginine biosynthesis,8_vs_0h_t72h,1,8,42,200,0.125,0.8539903658987825,C00064,0.9283147809706189
map00330,Arginine and proline metabolism,8_vs_0h_t72h,2,16,42,200,0.125,0.8892751961517761,C00581;C02946,0.9391410950014083
map00340,Histidine metabolism,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00386,0.8254842574148495
map00350,Tyrosine metabolism,8_vs_0h_t72h,1,7,42,200,0.14285714285714285,0.8133784146918215,C00042,0.9283147809706189
map00360,Phenylalanine metabolism,8_vs_0h_t72h,2,9,42,200,0.2222222222222222,0.5984735062216522,C00042;C03519,0.8254842574148495
map00380,Tryptophan metabolism,8_vs_0h_t72h,3,5,42,200,0.6,0.06346382405357483,C00108;C01717;C02693,0.8254842574148495
map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00108,0.8254842574148495
map00410,beta-Alanine metabolism,8_vs_0h_t72h,2,8,42,200,0.25,0.5290947562430934,C00383;C00386,0.8254842574148495
map00460,Cyanoamino acid metabolism,8_vs_0h_t72h,1,8,42,200,0.125,0.8539903658987825,C00407,0.9283147809706189
map00470,D-Amino acid metabolism,8_vs_0h_t72h,1,20,42,200,0.05,0.9931757525569891,C00064,0.9931757525569891
map00520,Amino sugar and nucleotide sugar metabolism,8_vs_0h_t72h,2,10,42,200,0.2,0.6601788211567706,C00085;C00103,0.8477296226217622
map00541,Biosynthesis of various nucleotide sugars,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00103,0.8254842574148495
map00740,Riboflavin metabolism,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C01727,0.8254842574148495
map00750,Vitamin B6 metabolism,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00064,0.8254842574148495
map00760,Nicotinate and nicotinamide metabolism,8_vs_0h_t72h,2,9,42,200,0.2222222222222222,0.5984735062216522,C00042;C00153,0.8254842574148495
map00785,Lipoic acid metabolism,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00233,0.8254842574148495
map00670,One carbon pool by folate,8_vs_0h_t72h,1,8,42,200,0.125,0.8539903658987825,C00212,0.9283147809706189
map00908,Zeatin biosynthesis,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C04083,0.8254842574148495
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",8_vs_0h_t72h,1,8,42,200,0.125,0.8539903658987825,C00407,0.9283147809706189
map00996,Biosynthesis of various alkaloids,8_vs_0h_t72h,3,6,42,200,0.5,0.10838688133793097,C00108;C00180;C00755,0.8254842574148495
map00966,Glucosinolate biosynthesis,8_vs_0h_t72h,2,6,42,200,0.3333333333333333,0.36950215180325124,C00233;C00407,0.8254842574148495
map00311,Penicillin and cephalosporin biosynthesis,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00956,0.8254842574148495
map00521,Streptomycin biosynthesis,8_vs_0h_t72h,2,2,42,200,1.0,0.043266331658291454,C00092;C00103,0.8254842574148495
map00524,"Neomycin, kanamycin and gentamicin biosynthesis",8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00092,0.8254842574148495
map00998,Biosynthesis of various antibiotics,8_vs_0h_t72h,3,10,42,200,0.3,0.3516522464811779,C00085;C00092;C00108,0.8254842574148495
map00999,Biosynthesis of various plant secondary metabolites,8_vs_0h_t72h,1,7,42,200,0.14285714285714285,0.8133784146918215,C00108,0.9283147809706189
map00997,Biosynthesis of various other secondary metabolites,8_vs_0h_t72h,2,8,42,200,0.25,0.5290947562430934,C00085;C00108,0.8254842574148495
map00362,Benzoate degradation,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00180,0.8254842574148495
map00627,Aminobenzoate degradation,8_vs_0h_t72h,4,6,42,200,0.6666666666666666,0.01854076676921867,C00108;C00180;C00633;C00755,0.8254842574148495
map00623,Toluene degradation,8_vs_0h_t72h,3,5,42,200,0.6,0.06346382405357483,C00180;C00633;C03067,0.8254842574148495
map00363,Bisphenol degradation,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00633,0.8254842574148495
map00621,Dioxin degradation,8_vs_0h_t72h,2,4,42,200,0.5,0.19486376661031662,C00108;C00180,0.8254842574148495
map01060,Biosynthesis of plant secondary metabolites,8_vs_0h_t72h,7,34,42,200,0.20588235294117646,0.6053335342351344,C00042;C00064;C00085;C00103;C00108;C00385;C00407,0.8254842574148495
map01061,Biosynthesis of phenylpropanoids,8_vs_0h_t72h,5,11,42,200,0.45454545454545453,0.055420851904775095,C00042;C00085;C00108;C00633;C00755,0.8254842574148495
map01062,Biosynthesis of terpenoids and steroids,8_vs_0h_t72h,3,6,42,200,0.5,0.10838688133793097,C00042;C00085;C00092,0.8254842574148495
map01063,Biosynthesis of alkaloids derived from shikimate pathway,8_vs_0h_t72h,5,14,42,200,0.35714285714285715,0.14448394681062574,C00042;C00085;C00108;C00180;C00755,0.8254842574148495
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",8_vs_0h_t72h,3,15,42,200,0.2,0.6472593989527389,C00042;C00085;C00407,0.8406932423179252
map01065,Biosynthesis of alkaloids derived from histidine and purine,8_vs_0h_t72h,3,7,42,200,0.42857142857142855,0.16222508143387326,C00042;C00085;C00385,0.8254842574148495
map01066,Biosynthesis of alkaloids derived from terpenoid and polyketide,8_vs_0h_t72h,2,4,42,200,0.5,0.19486376661031662,C00042;C00085,0.8254842574148495
map01070,Biosynthesis of plant hormones,8_vs_0h_t72h,3,12,42,200,0.25,0.4796107293225916,C00042;C00085;C00108,0.8254842574148495
map00970,Aminoacyl-tRNA biosynthesis,8_vs_0h_t72h,2,17,42,200,0.11764705882352941,0.909618553017782,C00064;C00407,0.9517305230649016
map02010,ABC transporters,8_vs_0h_t72h,4,36,42,200,0.1111111111111111,0.9732174312070838,C00064;C00212;C00407;C00559,0.981906872557147
map02060,Phosphotransferase system (PTS),8_vs_0h_t72h,1,11,42,200,0.09090909090909091,0.9306841491457691,C00092,0.964837695903412
map02020,Two-component system,8_vs_0h_t72h,3,7,42,200,0.42857142857142855,0.16222508143387326,C00042;C00064;C00092,0.8254842574148495
map04072,Phospholipase D signaling pathway,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00639,0.8254842574148495
map04071,Sphingolipid signaling pathway,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00212,0.8254842574148495
map04024,cAMP signaling pathway,8_vs_0h_t72h,2,7,42,200,0.2857142857142857,0.4524129799510024,C00042;C00212,0.8254842574148495
map04022,cGMP-PKG signaling pathway,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00212,0.8254842574148495
map04152,AMPK signaling pathway,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00085,0.8254842574148495
map04075,Plant hormone signal transduction,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C04083,0.8254842574148495
map04080,Neuroactive ligand-receptor interaction,8_vs_0h_t72h,2,11,42,200,0.18181818181818182,0.7143062903981027,C00212;C00639,0.8586873490955915
map04082,Neuroactive ligand signaling,8_vs_0h_t72h,1,6,42,200,0.16666666666666666,0.7618119240145615,C00212,0.8967161188921402
map04911,Insulin secretion,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00092,0.8254842574148495
map04922,Glucagon signaling pathway,8_vs_0h_t72h,3,7,42,200,0.42857142857142855,0.16222508143387326,C00042;C00085;C00103,0.8254842574148495
map04923,Regulation of lipolysis in adipocytes,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00212,0.8254842574148495
map04917,Prolactin signaling pathway,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00092,0.8254842574148495
map04924,Renin secretion,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00212,0.8254842574148495
map04976,Bile secretion,8_vs_0h_t72h,1,5,42,200,0.2,0.6964269619793433,C00639,0.8553939859094107
map04973,Carbohydrate digestion and absorption,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00092,0.8254842574148495
map04974,Protein digestion and absorption,8_vs_0h_t72h,2,21,42,200,0.09523809523809523,0.9613292644896049,C00064;C00407,0.981906872557147
map04977,Vitamin digestion and absorption,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00153,0.8254842574148495
map04978,Mineral absorption,8_vs_0h_t72h,2,11,42,200,0.18181818181818182,0.7143062903981027,C00064;C00407,0.8586873490955915
map04964,Proximal tubule bicarbonate reclamation,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00064,0.8254842574148495
map04724,Glutamatergic synapse,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00064,0.8254842574148495
map04727,GABAergic synapse,8_vs_0h_t72h,2,4,42,200,0.5,0.19486376661031662,C00042;C00064,0.8254842574148495
map04726,Serotonergic synapse,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00639,0.8254842574148495
map04382,Cornified envelope formation,8_vs_0h_t72h,1,4,42,200,0.25,0.6136343152464369,C00064,0.8254842574148495
map04212,Longevity regulating pathway - worm,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00153,0.8254842574148495
map05230,Central carbon metabolism in cancer,8_vs_0h_t72h,5,22,42,200,0.22727272727272727,0.5092309853721609,C00042;C00064;C00085;C00092;C00407,0.8254842574148495
map05012,Parkinson disease,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00212,0.8254842574148495
map05032,Morphine addiction,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00212,0.8254842574148495
map05034,Alcoholism,8_vs_0h_t72h,1,3,42,200,0.3333333333333333,0.5089416780874068,C00212,0.8254842574148495
map05415,Diabetic cardiomyopathy,8_vs_0h_t72h,2,6,42,200,0.3333333333333333,0.36950215180325124,C00085;C00092,0.8254842574148495
map04931,Insulin resistance,8_vs_0h_t72h,2,4,42,200,0.5,0.19486376661031662,C00085;C00092,0.8254842574148495
map07110,Benzoic acid family,8_vs_0h_t72h,1,2,42,200,0.5,0.37673366834170857,C00108,0.8254842574148495
map01100,Metabolic pathways,8_vs_0h_t144h,49,135,74,200,0.362962962962963,0.6761390339644486,C00020;C00022;C00037;C00043;C00062;C00064;C00065;C00077;C00085;C00092;C00103;C00108;C00152;C00153;C00170;C00180;C00212;C00214;C00253;C00258;C00330;C00383;C00385;C00386;C00387;C00407;C00559;C00569;C00581;C00633;C00639;C00719;C00755;C00791;C00794;C00805;C00864;C00956;C01035;C01046;C01089;C01717;C02226;C02656;C02693;C02946;C03114;C03519;C18218,0.9157705000912163
map01110,Biosynthesis of secondary metabolites,8_vs_0h_t144h,21,57,74,200,0.3684210526315789,0.5735214709363003,C00020;C00022;C00037;C00062;C00064;C00065;C00077;C00085;C00092;C00103;C00108;C00152;C00180;C00253;C00258;C00385;C00407;C00755;C00805;C00864;C00956,0.9157705000912163
map01120,Microbial metabolism in diverse environments,8_vs_0h_t144h,17,43,74,200,0.3953488372093023,0.413491922188796,C00022;C00037;C00064;C00065;C00085;C00103;C00108;C00180;C00253;C00258;C00385;C00633;C00755;C00805;C00956;C01046;C03067,0.9157705000912163
map01200,Carbon metabolism,8_vs_0h_t144h,5,12,74,200,0.4166666666666667,0.47563032026327956,C00022;C00037;C00065;C00085;C00258,0.9157705000912163
map01210,2-Oxocarboxylic acid metabolism,8_vs_0h_t144h,5,15,74,200,0.3333333333333333,0.7147364768002804,C00022;C00077;C00407;C00956;C02226,0.9157705000912163
map01230,Biosynthesis of amino acids,8_vs_0h_t144h,11,28,74,200,0.39285714285714285,0.4711798225540688,C00022;C00037;C00062;C00064;C00065;C00077;C00085;C00108;C00152;C00407;C00956,0.9157705000912163
map01232,Nucleotide metabolism,8_vs_0h_t144h,8,21,74,200,0.38095238095238093,0.5445960555867748,C00020;C00064;C00212;C00214;C00330;C00385;C00387;C00559,0.9157705000912163
map01250,Biosynthesis of nucleotide sugars,8_vs_0h_t144h,3,9,74,200,0.3333333333333333,0.7129147621211974,C00043;C00085;C00103,0.9157705000912163
map01240,Biosynthesis of cofactors,8_vs_0h_t144h,12,27,74,200,0.4444444444444444,0.2564603168920043,C00020;C00022;C00037;C00064;C00065;C00085;C00103;C00153;C00253;C00864;C02656;C03114,0.9157705000912163
map01220,Degradation of aromatic compounds,8_vs_0h_t144h,5,10,74,200,0.5,0.28984977749736274,C00022;C00108;C00180;C00805;C03067,0.9157705000912163
map00010,Glycolysis / Gluconeogenesis,8_vs_0h_t144h,3,5,74,200,0.6,0.26485383606012125,C00022;C00085;C00103,0.9157705000912163
map00020,Citrate cycle (TCA cycle),8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00022,0.9157705000912163
map00030,Pentose phosphate pathway,8_vs_0h_t144h,3,5,74,200,0.6,0.26485383606012125,C00022;C00085;C00258,0.9157705000912163
map00040,Pentose and glucuronate interconversions,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00022;C00103,0.9157705000912163
map00051,Fructose and mannose metabolism,8_vs_0h_t144h,2,5,74,200,0.4,0.6115797194158545,C00085;C00794,0.9157705000912163
map00052,Galactose metabolism,8_vs_0h_t144h,3,9,74,200,0.3333333333333333,0.7129147621211974,C00085;C00103;C00794,0.9157705000912163
map00500,Starch and sucrose metabolism,8_vs_0h_t144h,3,5,74,200,0.6,0.26485383606012125,C00085;C00092;C00103,0.9157705000912163
map00620,Pyruvate metabolism,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00022,0.9157705000912163
map00630,Glyoxylate and dicarboxylate metabolism,8_vs_0h_t144h,5,9,74,200,0.5555555555555556,0.202233985834867,C00022;C00037;C00064;C00065;C00258,0.9157705000912163
map00650,Butanoate metabolism,8_vs_0h_t144h,2,8,74,200,0.25,0.8638118901569629,C00022;C01089,0.9157705000912163
map00660,C5-Branched dibasic acid metabolism,8_vs_0h_t144h,2,3,74,200,0.6666666666666666,0.3084741891274555,C00022;C02226,0.9157705000912163
map00566,Sulfoquinovose metabolism,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00022;C00103,0.9157705000912163
map00710,Carbon fixation by Calvin cycle,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00022;C00085,0.9157705000912163
map00720,Other carbon fixation pathways,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00022,0.9157705000912163
map00680,Methane metabolism,8_vs_0h_t144h,6,9,74,200,0.6666666666666666,0.06506500052718936,C00022;C00037;C00065;C00085;C00258;C01046,0.9157705000912163
map00910,Nitrogen metabolism,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00064,0.9157705000912163
map00920,Sulfur metabolism,8_vs_0h_t144h,1,5,74,200,0.2,0.903684401968972,C00065,0.9334049277278501
map00061,Fatty acid biosynthesis,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00383,0.9157705000912163
map00120,Primary bile acid biosynthesis,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00037,0.9157705000912163
map00561,Glycerolipid metabolism,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00103;C00258,0.9157705000912163
map00564,Glycerophospholipid metabolism,8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00065,0.9157705000912163
map00600,Sphingolipid metabolism,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00065,0.9157705000912163
map00230,Purine metabolism,8_vs_0h_t144h,8,12,74,200,0.6666666666666666,0.03160504613840437,C00020;C00037;C00064;C00212;C00330;C00385;C00387;C00559,0.9032329743373195
map00240,Pyrimidine metabolism,8_vs_0h_t144h,3,15,74,200,0.2,0.9608028832325991,C00064;C00214;C00383,0.963031919550343
map00250,"Alanine, aspartate and glutamate metabolism",8_vs_0h_t144h,3,9,74,200,0.3333333333333333,0.7129147621211974,C00022;C00064;C00152,0.9157705000912163
map00260,"Glycine, serine and threonine metabolism",8_vs_0h_t144h,6,14,74,200,0.42857142857142855,0.4191921951285809,C00022;C00037;C00065;C00258;C00581;C00719,0.9157705000912163
map00270,Cysteine and methionine metabolism,8_vs_0h_t144h,3,10,74,200,0.3,0.7860496454175147,C00022;C00065;C00170,0.9157705000912163
map00280,"Valine, leucine and isoleucine degradation",8_vs_0h_t144h,1,3,74,200,0.3333333333333333,0.7521699406121516,C00407,0.9157705000912163
map00290,"Valine, leucine and isoleucine biosynthesis",8_vs_0h_t144h,3,6,74,200,0.5,0.3928757006837766,C00022;C00407;C02226,0.9157705000912163
map00300,Lysine biosynthesis,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00956,0.9157705000912163
map00310,Lysine degradation,8_vs_0h_t144h,2,8,74,200,0.25,0.8638118901569629,C00037;C00956,0.9157705000912163
map00220,Arginine biosynthesis,8_vs_0h_t144h,3,8,74,200,0.375,0.6223764852997381,C00062;C00064;C00077,0.9157705000912163
map00330,Arginine and proline metabolism,8_vs_0h_t144h,7,16,74,200,0.4375,0.37072704928654604,C00022;C00062;C00077;C00581;C00791;C01035;C02946,0.9157705000912163
map00340,Histidine metabolism,8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00386,0.9157705000912163
map00350,Tyrosine metabolism,8_vs_0h_t144h,1,7,74,200,0.14285714285714285,0.963031919550343,C00022,0.963031919550343
map00360,Phenylalanine metabolism,8_vs_0h_t144h,2,9,74,200,0.2222222222222222,0.9069253553100387,C00022;C03519,0.9334049277278501
map00380,Tryptophan metabolism,8_vs_0h_t144h,3,5,74,200,0.6,0.26485383606012125,C00108;C01717;C02693,0.9157705000912163
map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",8_vs_0h_t144h,1,4,74,200,0.25,0.8452634654583485,C00108,0.9157705000912163
map00410,beta-Alanine metabolism,8_vs_0h_t144h,3,8,74,200,0.375,0.6223764852997381,C00383;C00386;C00864,0.9157705000912163
map00430,Taurine and hypotaurine metabolism,8_vs_0h_t144h,1,5,74,200,0.2,0.903684401968972,C00022,0.9334049277278501
map00440,Phosphonate and phosphinate metabolism,8_vs_0h_t144h,2,2,74,200,1.0,0.13572864321608039,C00022;C00037,0.9157705000912163
map00460,Cyanoamino acid metabolism,8_vs_0h_t144h,4,8,74,200,0.5,0.33504840018039617,C00037;C00065;C00152;C00407,0.9157705000912163
map00470,D-Amino acid metabolism,8_vs_0h_t144h,6,20,74,200,0.3,0.8223507725117221,C00022;C00037;C00062;C00064;C00065;C00077,0.9157705000912163
map00480,Glutathione metabolism,8_vs_0h_t144h,2,6,74,200,0.3333333333333333,0.7209317287818933,C00037;C00077,0.9157705000912163
map00520,Amino sugar and nucleotide sugar metabolism,8_vs_0h_t144h,3,10,74,200,0.3,0.7860496454175147,C00043;C00085;C00103,0.9157705000912163
map00541,Biosynthesis of various nucleotide sugars,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00043;C00103,0.9157705000912163
map00552,Teichoic acid biosynthesis,8_vs_0h_t144h,1,2,74,200,0.5,0.6042713567839195,C00043,0.9157705000912163
map00730,Thiamine metabolism,8_vs_0h_t144h,2,4,74,200,0.5,0.47288936607356113,C00022;C00037,0.9157705000912163
