pathway,pathway_name,comparison,overlap,pathway_size,sig_size,background,overlap_ratio,pval,metabolites,adj_pval
map04922,Glucagon signaling pathway,P_vs_0h_t144h,3,7,119,200,0.42857142857142855,0.9028034958852635,C00042;C00122;C00186,0.9985335157286593
map04923,Regulation of lipolysis in adipocytes,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00020;C00212,0.9985335157286593
map04924,Renin secretion,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00020;C00212,0.9985335157286593
map04925,Aldosterone synthesis and secretion,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00003;C00020,0.9985335157286593
map04976,Bile secretion,P_vs_0h_t144h,2,5,119,200,0.4,0.9118148591199123,C00114;C00639,0.9985335157286593
map04973,Carbohydrate digestion and absorption,P_vs_0h_t144h,1,3,119,200,0.3333333333333333,0.9350388305162174,C00243,0.9985335157286593
map04974,Protein digestion and absorption,P_vs_0h_t144h,10,21,119,200,0.47619047619047616,0.9192993562250665,C00025;C00037;C00047;C00065;C00073;C00099;C00134;C00135;C00152;C00483,0.9985335157286593
map04977,Vitamin digestion and absorption,P_vs_0h_t144h,3,4,119,200,0.75,0.4656429354896309,C00003;C00153;C00864,0.9985335157286593
map04981,Folate transport and metabolism,P_vs_0h_t144h,3,4,119,200,0.75,0.4656429354896309,C00073;C00114;C00719,0.9985335157286593
map04978,Mineral absorption,P_vs_0h_t144h,4,11,119,200,0.36363636363636365,0.9719576884234258,C00037;C00065;C00073;C00152,0.9985335157286593
map04964,Proximal tubule bicarbonate reclamation,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map04724,Glutamatergic synapse,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map04727,GABAergic synapse,P_vs_0h_t144h,2,4,119,200,0.5,0.8173173203349465,C00025;C00042,0.9985335157286593
map04726,Serotonergic synapse,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00639,0.9985335157286593
map04723,Retrograde endocannabinoid signaling,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map04721,Synaptic vesicle cycle,P_vs_0h_t144h,2,4,119,200,0.5,0.8173173203349465,C00025;C00037,0.9985335157286593
map04742,Taste transduction,P_vs_0h_t144h,2,5,119,200,0.4,0.9118148591199123,C00020;C00025,0.9985335157286593
map04382,Cornified envelope formation,P_vs_0h_t144h,2,4,119,200,0.5,0.8173173203349465,C00135;C01879,0.9985335157286593
map04211,Longevity regulating pathway,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00003;C00020,0.9985335157286593
map04212,Longevity regulating pathway - worm,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00003;C00153,0.9985335157286593
map05200,Pathways in cancer,P_vs_0h_t144h,3,3,119,200,1.0,0.20848104157149389,C00122;C00777;C15493,0.9985335157286593
map05208,Chemical carcinogenesis - reactive oxygen species,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00003,0.9985335157286593
map05230,Central carbon metabolism in cancer,P_vs_0h_t144h,9,22,119,200,0.4090909090909091,0.9819587216375375,C00025;C00037;C00042;C00065;C00073;C00122;C00135;C00152;C00186,0.9985335157286593
map05231,Choline metabolism in cancer,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00093;C00114,0.9985335157286593
map05226,Gastric cancer,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00777;C15493,0.9985335157286593
map05222,Small cell lung cancer,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00777;C15493,0.9985335157286593
map05223,Non-small cell lung cancer,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00777;C15493,0.9985335157286593
map05012,Parkinson disease,P_vs_0h_t144h,2,3,119,200,0.6666666666666666,0.6414801279122886,C00020;C00212,0.9985335157286593
map05014,Amyotrophic lateral sclerosis,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map05022,Pathways of neurodegeneration - multiple diseases,P_vs_0h_t144h,2,3,119,200,0.6666666666666666,0.6414801279122886,C00020;C00025,0.9985335157286593
map05030,Cocaine addiction,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map05031,Amphetamine addiction,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map05032,Morphine addiction,P_vs_0h_t144h,2,3,119,200,0.6666666666666666,0.6414801279122886,C00020;C00212,0.9985335157286593
map05033,Nicotine addiction,P_vs_0h_t144h,1,2,119,200,0.5,0.8371859296482412,C00025,0.9985335157286593
map05034,Alcoholism,P_vs_0h_t144h,2,3,119,200,0.6666666666666666,0.6414801279122886,C00025;C00212,0.9985335157286593
map05415,Diabetic cardiomyopathy,P_vs_0h_t144h,2,6,119,200,0.3333333333333333,0.9590636285123952,C00043;C00794,0.9985335157286593
map04931,Insulin resistance,P_vs_0h_t144h,1,4,119,200,0.25,0.9742793339099745,C00043,0.9985335157286593
map01502,Vancomycin resistance,P_vs_0h_t144h,3,5,119,200,0.6,0.6755710121574979,C00037;C00043;C00065,0.9985335157286593
map01523,Antifolate resistance,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00020;C00073,0.9985335157286593
map07110,Benzoic acid family,P_vs_0h_t144h,2,2,119,200,1.0,0.3528140703517588,C00108;C00156,0.9985335157286593
map01100,Metabolic pathways,S_vs_0h_t24h,1,135,3,200,0.007407407407407408,0.9667428049337597,C00407,0.9667428049337597
map01110,Biosynthesis of secondary metabolites,S_vs_0h_t24h,1,57,3,200,0.017543859649122806,0.636675041876047,C00407,0.6791200446677834
map01210,2-Oxocarboxylic acid metabolism,S_vs_0h_t24h,1,15,3,200,0.06666666666666667,0.20951728338663012,C00407,0.4178048491616332
map01230,Biosynthesis of amino acids,S_vs_0h_t24h,1,28,3,200,0.03571428571428571,0.3655093650068524,C00407,0.4873458200091365
map00280,"Valine, leucine and isoleucine degradation",S_vs_0h_t24h,1,3,3,200,0.3333333333333333,0.044548500076138274,C00407,0.3706289020861885
map00290,"Valine, leucine and isoleucine biosynthesis",S_vs_0h_t24h,1,6,3,200,0.16666666666666666,0.0877539211207553,C00407,0.3706289020861885
map00460,Cyanoamino acid metabolism,S_vs_0h_t24h,1,8,3,200,0.125,0.11582153190193391,C00407,0.3706289020861885
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",S_vs_0h_t24h,1,8,3,200,0.125,0.11582153190193391,C00407,0.3706289020861885
map00966,Glucosinolate biosynthesis,S_vs_0h_t24h,1,6,3,200,0.16666666666666666,0.0877539211207553,C00407,0.3706289020861885
map01060,Biosynthesis of plant secondary metabolites,S_vs_0h_t24h,1,34,3,200,0.029411764705882353,0.42998324958123957,C00407,0.51481302616981
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",S_vs_0h_t24h,1,15,3,200,0.06666666666666667,0.20951728338663012,C00407,0.4178048491616332
map00970,Aminoacyl-tRNA biosynthesis,S_vs_0h_t24h,1,17,3,200,0.058823529411764705,0.23501522765341867,C00407,0.4178048491616332
map02010,ABC transporters,S_vs_0h_t24h,1,36,3,200,0.027777777777777776,0.45046139789858375,C00407,0.51481302616981
map04974,Protein digestion and absorption,S_vs_0h_t24h,1,21,3,200,0.047619047619047616,0.28435434749505106,C00407,0.4310522308512258
map04978,Mineral absorption,S_vs_0h_t24h,1,11,3,200,0.09090909090909091,0.15683417085427134,C00407,0.4178048491616332
map05230,Central carbon metabolism in cancer,S_vs_0h_t24h,1,22,3,200,0.045454545454545456,0.2963484087102177,C00407,0.4310522308512258
map01100,Metabolic pathways,S_vs_0h_t72h,5,135,8,200,0.037037037037037035,0.761929013524532,C00153;C00407;C00559;C01717;C02693,0.8152861226658373
map01110,Biosynthesis of secondary metabolites,S_vs_0h_t72h,1,57,8,200,0.017543859649122806,0.9355147062960169,C00407,0.9355147062960169
map01210,2-Oxocarboxylic acid metabolism,S_vs_0h_t72h,1,15,8,200,0.06666666666666667,0.47024882063713386,C00407,0.7523981130194142
map01230,Biosynthesis of amino acids,S_vs_0h_t72h,1,28,8,200,0.03571428571428571,0.707710133934311,C00407,0.8088115816392125
map01232,Nucleotide metabolism,S_vs_0h_t72h,1,21,8,200,0.047619047619047616,0.5951849926785117,C00559,0.7746660423265543
map01240,Biosynthesis of cofactors,S_vs_0h_t72h,1,27,8,200,0.037037037037037035,0.6935385040644595,C00153,0.8088115816392125
map00230,Purine metabolism,S_vs_0h_t72h,1,12,8,200,0.08333333333333333,0.39599741979776465,C00559,0.7523981130194142
map00280,"Valine, leucine and isoleucine degradation",S_vs_0h_t72h,1,3,8,200,0.3333333333333333,0.11582153190193391,C00407,0.6949291914116035
map00290,"Valine, leucine and isoleucine biosynthesis",S_vs_0h_t72h,1,6,8,200,0.16666666666666666,0.21973112059993166,C00407,0.7507072292516533
map00380,Tryptophan metabolism,S_vs_0h_t72h,2,5,8,200,0.4,0.013233747351034292,C01717;C02693,0.31760993642482305
map00460,Cyanoamino acid metabolism,S_vs_0h_t72h,1,8,8,200,0.125,0.2829161866311535,C00407,0.7507072292516533
map00740,Riboflavin metabolism,S_vs_0h_t72h,1,2,8,200,0.5,0.0785929648241206,C01727,0.6287437185929649
map00760,Nicotinate and nicotinamide metabolism,S_vs_0h_t72h,1,9,8,200,0.1111111111111111,0.31279467885485557,C00153,0.7507072292516533
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",S_vs_0h_t72h,1,8,8,200,0.125,0.2829161866311535,C00407,0.7507072292516533
map00966,Glucosinolate biosynthesis,S_vs_0h_t72h,1,6,8,200,0.16666666666666666,0.21973112059993166,C00407,0.7507072292516533
map01060,Biosynthesis of plant secondary metabolites,S_vs_0h_t72h,1,34,8,200,0.029411764705882353,0.7813158675547608,C00407,0.8152861226658373
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",S_vs_0h_t72h,1,15,8,200,0.06666666666666667,0.47024882063713386,C00407,0.7523981130194142
map00970,Aminoacyl-tRNA biosynthesis,S_vs_0h_t72h,1,17,8,200,0.058823529411764705,0.5151936327992946,C00407,0.7727904491989419
map02010,ABC transporters,S_vs_0h_t72h,2,36,8,200,0.05555555555555555,0.43863886994433143,C00407;C00559,0.7523981130194142
map04974,Protein digestion and absorption,S_vs_0h_t72h,1,21,8,200,0.047619047619047616,0.5951849926785117,C00407,0.7746660423265543
map04977,Vitamin digestion and absorption,S_vs_0h_t72h,1,4,8,200,0.25,0.15172725649474877,C00153,0.7282908311747941
map04978,Mineral absorption,S_vs_0h_t72h,1,11,8,200,0.09090909090909091,0.3693011731589917,C00407,0.7523981130194142
map04212,Longevity regulating pathway - worm,S_vs_0h_t72h,1,2,8,200,0.5,0.0785929648241206,C00153,0.6287437185929649
map05230,Central carbon metabolism in cancer,S_vs_0h_t72h,1,22,8,200,0.045454545454545456,0.6132772835085222,C00407,0.7746660423265543
map01100,Metabolic pathways,S_vs_0h_t144h,19,135,26,200,0.14074074074074075,0.3412604386548708,C00064;C00065;C00077;C00085;C00092;C00103;C00153;C00159;C00170;C00178;C00385;C00387;C00407;C00559;C00633;C00864;C01717;C02693;C03519,0.6229720650251878
map01110,Biosynthesis of secondary metabolites,S_vs_0h_t144h,9,57,26,200,0.15789473684210525,0.299680808233668,C00064;C00065;C00077;C00085;C00092;C00103;C00385;C00407;C00864,0.6229720650251878
map01120,Microbial metabolism in diverse environments,S_vs_0h_t144h,6,43,26,200,0.13953488372093023,0.5035605631167451,C00064;C00065;C00085;C00103;C00385;C00633,0.6614135877385833
map01200,Carbon metabolism,S_vs_0h_t144h,2,12,26,200,0.16666666666666666,0.4795289639246065,C00065;C00085,0.6614135877385833
map01210,2-Oxocarboxylic acid metabolism,S_vs_0h_t144h,2,15,26,200,0.13333333333333333,0.6081843839257721,C00077;C00407,0.6939539765306887
map01230,Biosynthesis of amino acids,S_vs_0h_t144h,5,28,26,200,0.17857142857142858,0.2877951026016068,C00064;C00065;C00077;C00085;C00407,0.6229720650251878
map01232,Nucleotide metabolism,S_vs_0h_t144h,5,21,26,200,0.23809523809523808,0.11582052521446465,C00064;C00178;C00385;C00387;C00559,0.6229720650251878
map01250,Biosynthesis of nucleotide sugars,S_vs_0h_t144h,3,9,26,200,0.3333333333333333,0.09633821844091921,C00085;C00103;C00159,0.6229720650251878
map01240,Biosynthesis of cofactors,S_vs_0h_t144h,6,27,26,200,0.2222222222222222,0.11366461753181197,C00064;C00065;C00085;C00103;C00153;C00864,0.6229720650251878
map00010,Glycolysis / Gluconeogenesis,S_vs_0h_t144h,2,5,26,200,0.4,0.12708771909233968,C00085;C00103,0.6229720650251878
map00030,Pentose phosphate pathway,S_vs_0h_t144h,1,5,26,200,0.2,0.5053497074856591,C00085,0.6614135877385833
map00040,Pentose and glucuronate interconversions,S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00103,0.6229720650251878
map00051,Fructose and mannose metabolism,S_vs_0h_t144h,2,5,26,200,0.4,0.12708771909233968,C00085;C00159,0.6229720650251878
map00052,Galactose metabolism,S_vs_0h_t144h,3,9,26,200,0.3333333333333333,0.09633821844091921,C00085;C00103;C00159,0.6229720650251878
map00500,Starch and sucrose metabolism,S_vs_0h_t144h,3,5,26,200,0.6,0.016484798509497783,C00085;C00092;C00103,0.6229720650251878
map00630,Glyoxylate and dicarboxylate metabolism,S_vs_0h_t144h,2,9,26,200,0.2222222222222222,0.3307693236347385,C00064;C00065,0.6229720650251878
map00566,Sulfoquinovose metabolism,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00103,0.6229720650251878
map00710,Carbon fixation by Calvin cycle,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00085,0.6299418161112634
map00680,Methane metabolism,S_vs_0h_t144h,2,9,26,200,0.2222222222222222,0.3307693236347385,C00065;C00085,0.6229720650251878
map00910,Nitrogen metabolism,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00064,0.6229720650251878
map00920,Sulfur metabolism,S_vs_0h_t144h,1,5,26,200,0.2,0.5053497074856591,C00065,0.6614135877385833
map00561,Glycerolipid metabolism,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00103,0.6299418161112634
map00564,Glycerophospholipid metabolism,S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00065,0.6229720650251878
map00600,Sphingolipid metabolism,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00065,0.6229720650251878
map00230,Purine metabolism,S_vs_0h_t144h,4,12,26,200,0.3333333333333333,0.05393198063830921,C00064;C00385;C00387;C00559,0.6229720650251878
map00240,Pyrimidine metabolism,S_vs_0h_t144h,2,15,26,200,0.13333333333333333,0.6081843839257721,C00064;C00178,0.6939539765306887
map00250,"Alanine, aspartate and glutamate metabolism",S_vs_0h_t144h,1,9,26,200,0.1111111111111111,0.7222692693084165,C00064,0.7562584113935186
map00260,"Glycine, serine and threonine metabolism",S_vs_0h_t144h,1,14,26,200,0.07142857142857142,0.8674950825639884,C00065,0.8773529812294882
map00270,Cysteine and methionine metabolism,S_vs_0h_t144h,2,10,26,200,0.2,0.3820127720213455,C00065;C00170,0.6299418161112634
map00280,"Valine, leucine and isoleucine degradation",S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00407,0.6229720650251878
map00290,"Valine, leucine and isoleucine biosynthesis",S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00407,0.6690259750534275
map00220,Arginine biosynthesis,S_vs_0h_t144h,2,8,26,200,0.25,0.2786735224805564,C00064;C00077,0.6229720650251878
map00330,Arginine and proline metabolism,S_vs_0h_t144h,1,16,26,200,0.0625,0.9020364690621292,C00077,0.9020364690621291
map00360,Phenylalanine metabolism,S_vs_0h_t144h,1,9,26,200,0.1111111111111111,0.7222692693084165,C03519,0.7562584113935186
map00380,Tryptophan metabolism,S_vs_0h_t144h,2,5,26,200,0.4,0.12708771909233968,C01717;C02693,0.6229720650251878
map00410,beta-Alanine metabolism,S_vs_0h_t144h,1,8,26,200,0.125,0.6787692753446746,C00864,0.736712993971659
map00460,Cyanoamino acid metabolism,S_vs_0h_t144h,2,8,26,200,0.25,0.2786735224805564,C00065;C00407,0.6229720650251878
map00470,D-Amino acid metabolism,S_vs_0h_t144h,3,20,26,200,0.15,0.49874546588551905,C00064;C00065;C00077,0.6614135877385833
map00480,Glutathione metabolism,S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00077,0.6690259750534275
map00520,Amino sugar and nucleotide sugar metabolism,S_vs_0h_t144h,3,10,26,200,0.3,0.1257955300883101,C00085;C00103;C00159,0.6229720650251878
map00541,Biosynthesis of various nucleotide sugars,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00103,0.6299418161112634
map00740,Riboflavin metabolism,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C01727,0.6229720650251878
map00750,Vitamin B6 metabolism,S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00064,0.6229720650251878
map00760,Nicotinate and nicotinamide metabolism,S_vs_0h_t144h,1,9,26,200,0.1111111111111111,0.7222692693084165,C00153,0.7562584113935186
map00770,Pantothenate and CoA biosynthesis,S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00864,0.6690259750534275
map00670,One carbon pool by folate,S_vs_0h_t144h,1,8,26,200,0.125,0.6787692753446746,C00065,0.736712993971659
map00908,Zeatin biosynthesis,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00170,0.6299418161112634
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",S_vs_0h_t144h,1,8,26,200,0.125,0.6787692753446746,C00407,0.736712993971659
map00966,Glucosinolate biosynthesis,S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00407,0.6690259750534275
map00261,Monobactam biosynthesis,S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00065,0.6690259750534275
map00521,Streptomycin biosynthesis,S_vs_0h_t144h,2,2,26,200,1.0,0.016331658291457288,C00092;C00103,0.6229720650251878
map00524,"Neomycin, kanamycin and gentamicin biosynthesis",S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00092,0.6229720650251878
map00975,Biosynthesis of various siderophores,S_vs_0h_t144h,2,6,26,200,0.3333333333333333,0.17558284580943195,C00065;C00077,0.6229720650251878
map00998,Biosynthesis of various antibiotics,S_vs_0h_t144h,4,10,26,200,0.4,0.02760449126367381,C00065;C00077;C00085;C00092,0.6229720650251878
map00997,Biosynthesis of various other secondary metabolites,S_vs_0h_t144h,1,8,26,200,0.125,0.6787692753446746,C00085,0.736712993971659
map00627,Aminobenzoate degradation,S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00633,0.6690259750534275
map00623,Toluene degradation,S_vs_0h_t144h,1,5,26,200,0.2,0.5053497074856591,C00633,0.6614135877385833
map00363,Bisphenol degradation,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00633,0.6229720650251878
map01060,Biosynthesis of plant secondary metabolites,S_vs_0h_t144h,8,34,26,200,0.23529411764705882,0.0484345387948191,C00064;C00065;C00077;C00085;C00103;C00170;C00385;C00407,0.6229720650251878
map01061,Biosynthesis of phenylpropanoids,S_vs_0h_t144h,2,11,26,200,0.18181818181818182,0.4317578739638997,C00085;C00633,0.6299418161112634
map01062,Biosynthesis of terpenoids and steroids,S_vs_0h_t144h,2,6,26,200,0.3333333333333333,0.17558284580943195,C00085;C00092,0.6229720650251878
map01063,Biosynthesis of alkaloids derived from shikimate pathway,S_vs_0h_t144h,1,14,26,200,0.07142857142857142,0.8674950825639884,C00085,0.8773529812294882
map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",S_vs_0h_t144h,3,15,26,200,0.2,0.30619211066698,C00077;C00085;C00407,0.6229720650251878
map01065,Biosynthesis of alkaloids derived from histidine and purine,S_vs_0h_t144h,2,7,26,200,0.2857142857142857,0.22657772132637427,C00085;C00385,0.6229720650251878
map01066,Biosynthesis of alkaloids derived from terpenoid and polyketide,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00085,0.6299418161112634
map01070,Biosynthesis of plant hormones,S_vs_0h_t144h,1,12,26,200,0.08333333333333333,0.821396254988865,C00085,0.8500496127210347
map00970,Aminoacyl-tRNA biosynthesis,S_vs_0h_t144h,3,17,26,200,0.17647058823529413,0.3845468626476396,C00064;C00065;C00407,0.6299418161112634
map02010,ABC transporters,S_vs_0h_t144h,7,36,26,200,0.19444444444444445,0.1588565465115638,C00064;C00065;C00077;C00159;C00387;C00407;C00559,0.6229720650251878
map02060,Phosphotransferase system (PTS),S_vs_0h_t144h,2,11,26,200,0.18181818181818182,0.4317578739638997,C00092;C00159,0.6299418161112634
map02020,Two-component system,S_vs_0h_t144h,2,7,26,200,0.2857142857142857,0.22657772132637427,C00064;C00092,0.6229720650251878
map04071,Sphingolipid signaling pathway,S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00065,0.6229720650251878
map04152,AMPK signaling pathway,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00085,0.6299418161112634
map04148,Efferocytosis,S_vs_0h_t144h,1,6,26,200,0.16666666666666666,0.5713030798209044,C00077,0.6690259750534275
map04911,Insulin secretion,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00092,0.6229720650251878
map04922,Glucagon signaling pathway,S_vs_0h_t144h,2,7,26,200,0.2857142857142857,0.22657772132637427,C00085;C00103,0.6229720650251878
map04917,Prolactin signaling pathway,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00092,0.6229720650251878
map04973,Carbohydrate digestion and absorption,S_vs_0h_t144h,1,3,26,200,0.3333333333333333,0.3429846200700472,C00092,0.6229720650251878
map04974,Protein digestion and absorption,S_vs_0h_t144h,3,21,26,200,0.14285714285714285,0.534820602810425,C00064;C00065;C00407,0.6690259750534275
map04977,Vitamin digestion and absorption,S_vs_0h_t144h,2,4,26,200,0.5,0.08284655085920295,C00153;C00864,0.6229720650251878
map04978,Mineral absorption,S_vs_0h_t144h,3,11,26,200,0.2727272727272727,0.1581598132798514,C00064;C00065;C00407,0.6229720650251878
map04964,Proximal tubule bicarbonate reclamation,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00064,0.6229720650251878
map04724,Glutamatergic synapse,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00064,0.6229720650251878
map04727,GABAergic synapse,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00064,0.6299418161112634
map04382,Cornified envelope formation,S_vs_0h_t144h,1,4,26,200,0.25,0.4296973098069953,C00064,0.6299418161112634
map04212,Longevity regulating pathway - worm,S_vs_0h_t144h,1,2,26,200,0.5,0.24366834170854274,C00153,0.6229720650251878
map05230,Central carbon metabolism in cancer,S_vs_0h_t144h,5,22,26,200,0.22727272727272727,0.1362810314752224,C00064;C00065;C00085;C00092;C00407,0.6229720650251878
map05415,Diabetic cardiomyopathy,S_vs_0h_t144h,2,6,26,200,0.3333333333333333,0.17558284580943195,C00085;C00092,0.6229720650251878
map04931,Insulin resistance,S_vs_0h_t144h,2,4,26,200,0.5,0.08284655085920295,C00085;C00092,0.6229720650251878
map01502,Vancomycin resistance,S_vs_0h_t144h,1,5,26,200,0.2,0.5053497074856591,C00065,0.6614135877385833
